,MoDaHr,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh,tonnes CO2-e/kWh
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,10601,0.000327181,0.000327181,0.000327181,0.000327181,0.000327181,0.00033004,0.000329133,0.00033004,0.00033004,0.00033004,0.000327181,0.000327181,0.000327181,0.00033004,0.00033004,0.00033004
,10602,0.000324467,0.000324467,0.000324467,0.000324467,0.000324467,0.000327302,0.000326403,0.000327302,0.000327302,0.000327302,0.000324467,0.000324467,0.000324467,0.000327302,0.000327302,0.000327302
,10603,0.000314088,0.000314088,0.000314088,0.000314088,0.000314088,0.000316832,0.000315961,0.000316832,0.000316832,0.000316832,0.000314088,0.000314088,0.000314088,0.000316832,0.000316832,0.000316832
,10604,0.000314811,0.000314811,0.000314811,0.000314811,0.000314811,0.000317561,0.000316689,0.000317561,0.000317561,0.000317561,0.000314811,0.000314811,0.000314811,0.000317561,0.000317561,0.000317561
,10605,0.000327143,0.000327143,0.000327143,0.000327143,0.000327143,0.000330001,0.000329095,0.000330001,0.000330001,0.000330001,0.000327143,0.000327143,0.000327143,0.000330001,0.000330001,0.000330001
,10606,0.000331715,0.000331715,0.000331715,0.000331715,0.000331715,0.000334613,0.000333693,0.000334613,0.000334613,0.000334613,0.000331715,0.000331715,0.000331715,0.000334613,0.000334613,0.000334613
,10607,0.000332309,0.000332309,0.000332309,0.000332309,0.000332309,0.000335213,0.000334292,0.000335213,0.000335213,0.000335213,0.000332309,0.000332309,0.000332309,0.000335213,0.000335213,0.000335213
,10608,0.00033308,0.00033308,0.00033308,0.00033308,0.00033308,0.00033599,0.000335067,0.00033599,0.00033599,0.00033599,0.00033308,0.00033308,0.00033308,0.00033599,0.00033599,0.00033599
,10609,0.000315611,0.000315611,0.000315611,0.000315611,0.000315611,0.000311868,0.000311543,0.000311868,0.000311868,0.000311868,0.000315611,0.000315611,0.000315611,0.000311868,0.000311868,0.000311868
,10610,0.000229987,0.000229987,0.000229987,0.000229987,0.000229987,0.000227259,0.000227022,0.000227259,0.000227259,0.000227259,0.000229987,0.000229987,0.000229987,0.000227259,0.000227259,0.000227259
,10611,0.00021933,0.00021933,0.00021933,0.00021933,0.00021933,0.000216729,0.000216503,0.000216729,0.000216729,0.000216729,0.00021933,0.00021933,0.00021933,0.000216729,0.000216729,0.000216729
,10612,0.000219823,0.000219823,0.000219823,0.000219823,0.000219823,0.000217216,0.000216989,0.000217216,0.000217216,0.000217216,0.000219823,0.000219823,0.000219823,0.000217216,0.000217216,0.000217216
,10613,0.000221439,0.000221439,0.000221439,0.000221439,0.000221439,0.000218813,0.000218585,0.000218813,0.000218813,0.000218813,0.000221439,0.000221439,0.000221439,0.000218813,0.000218813,0.000218813
,10614,0.000231815,0.000231815,0.000231815,0.000231815,0.000231815,0.000229066,0.000228827,0.000229066,0.000229066,0.000229066,0.000231815,0.000231815,0.000231815,0.000229066,0.000229066,0.000229066
,10615,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205,0.000318205
,10616,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274,0.000336274
,10617,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184,0.000344184
,10618,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905,0.000344905
,10619,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853,0.000344853
,10620,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856,0.000344856
,10621,0.000347031,0.000347031,0.000347031,0.000347031,0.000347031,0.000342915,0.000342558,0.000342915,0.000342915,0.000342915,0.000347031,0.000347031,0.000347031,0.000342915,0.000342915,0.000342915
,10622,0.000346422,0.000346422,0.000346422,0.000346422,0.000346422,0.000342314,0.000341957,0.000342314,0.000342314,0.000342314,0.000346422,0.000346422,0.000346422,0.000342314,0.000342314,0.000342314
,10623,0.000331192,0.000331192,0.000331192,0.000331192,0.000331192,0.000334086,0.000333168,0.000334086,0.000334086,0.000334086,0.000331192,0.000331192,0.000331192,0.000334086,0.000334086,0.000334086
,10624,0.000328522,0.000328522,0.000328522,0.000328522,0.000328522,0.000331392,0.000330482,0.000331392,0.000331392,0.000331392,0.000328522,0.000328522,0.000328522,0.000331392,0.000331392,0.000331392
,10701,0.000288891,0.000288891,0.000288891,0.000288891,0.000288891,0.000291415,0.000290614,0.000291415,0.000291415,0.000291415,0.000288891,0.000288891,0.000288891,0.000291415,0.000291415,0.000291415
,10702,0.00028949,0.00028949,0.00028949,0.00028949,0.00028949,0.000292019,0.000291217,0.000292019,0.000292019,0.000292019,0.00028949,0.00028949,0.00028949,0.000292019,0.000292019,0.000292019
,10703,0.000290598,0.000290598,0.000290598,0.000290598,0.000290598,0.000293137,0.000292332,0.000293137,0.000293137,0.000293137,0.000290598,0.000290598,0.000290598,0.000293137,0.000293137,0.000293137
,10704,0.000291055,0.000291055,0.000291055,0.000291055,0.000291055,0.000293598,0.000292791,0.000293598,0.000293598,0.000293598,0.000291055,0.000291055,0.000291055,0.000293598,0.000293598,0.000293598
,10705,0.000295194,0.000295194,0.000295194,0.000295194,0.000295194,0.000297773,0.000296955,0.000297773,0.000297773,0.000297773,0.000295194,0.000295194,0.000295194,0.000297773,0.000297773,0.000297773
,10706,0.0002964,0.0002964,0.0002964,0.0002964,0.0002964,0.000298989,0.000298168,0.000298989,0.000298989,0.000298989,0.0002964,0.0002964,0.0002964,0.000298989,0.000298989,0.000298989
,10707,0.000299356,0.000299356,0.000299356,0.000299356,0.000299356,0.000301971,0.000301142,0.000301971,0.000301971,0.000301971,0.000299356,0.000299356,0.000299356,0.000301971,0.000301971,0.000301971
,10708,0.000299235,0.000299235,0.000299235,0.000299235,0.000299235,0.000301849,0.00030102,0.000301849,0.000301849,0.000301849,0.000299235,0.000299235,0.000299235,0.000301849,0.000301849,0.000301849
,10709,0.000218985,0.000218985,0.000218985,0.000218985,0.000218985,0.000216388,0.000216162,0.000216388,0.000216388,0.000216388,0.000218985,0.000218985,0.000218985,0.000216388,0.000216388,0.000216388
,10710,0.000161401,0.000161401,0.000161401,0.000161401,0.000161401,0.000159486,0.00015932,0.000159486,0.000159486,0.000159486,0.000161401,0.000161401,0.000161401,0.000159486,0.000159486,0.000159486
,10711,0.000152758,0.000152758,0.000152758,0.000152758,0.000152758,0.000150946,0.000150789,0.000150946,0.000150946,0.000150946,0.000152758,0.000152758,0.000152758,0.000150946,0.000150946,0.000150946
,10712,0.000150817,0.000150817,0.000150817,0.000150817,0.000150817,0.000149029,0.000148873,0.000149029,0.000149029,0.000149029,0.000150817,0.000150817,0.000150817,0.000149029,0.000149029,0.000149029
,10713,0.000150532,0.000150532,0.000150532,0.000150532,0.000150532,0.000148746,0.000148591,0.000148746,0.000148746,0.000148746,0.000150532,0.000150532,0.000150532,0.000148746,0.000148746,0.000148746
,10714,0.000149862,0.000149862,0.000149862,0.000149862,0.000149862,0.000148085,0.00014793,0.000148085,0.000148085,0.000148085,0.000149862,0.000149862,0.000149862,0.000148085,0.000148085,0.000148085
,10715,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548,0.000152548
,10716,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581,0.000169581
,10717,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458,0.000304458
,10718,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206,0.000307206
,10719,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116,0.000307116
,10720,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096,0.000307096
,10721,0.000309048,0.000309048,0.000309048,0.000309048,0.000309048,0.000305383,0.000305064,0.000305383,0.000305383,0.000305383,0.000309048,0.000309048,0.000309048,0.000305383,0.000305383,0.000305383
,10722,0.000308945,0.000308945,0.000308945,0.000308945,0.000308945,0.000305281,0.000304963,0.000305281,0.000305281,0.000305281,0.000308945,0.000308945,0.000308945,0.000305281,0.000305281,0.000305281
,10723,0.000298116,0.000298116,0.000298116,0.000298116,0.000298116,0.000300721,0.000299895,0.000300721,0.000300721,0.000300721,0.000298116,0.000298116,0.000298116,0.000300721,0.000300721,0.000300721
,10724,0.000297701,0.000297701,0.000297701,0.000297701,0.000297701,0.000300302,0.000299477,0.000300302,0.000300302,0.000300302,0.000297701,0.000297701,0.000297701,0.000300302,0.000300302,0.000300302
,10801,0.000306072,0.000306072,0.000306072,0.000306072,0.000306072,0.000308747,0.000307898,0.000308747,0.000308747,0.000308747,0.000306072,0.000306072,0.000306072,0.000308747,0.000308747,0.000308747
,10802,0.000302578,0.000302578,0.000302578,0.000302578,0.000302578,0.000305221,0.000304383,0.000305221,0.000305221,0.000305221,0.000302578,0.000302578,0.000302578,0.000305221,0.000305221,0.000305221
,10803,0.000300194,0.000300194,0.000300194,0.000300194,0.000300194,0.000302816,0.000301984,0.000302816,0.000302816,0.000302816,0.000300194,0.000300194,0.000300194,0.000302816,0.000302816,0.000302816
,10804,0.000299036,0.000299036,0.000299036,0.000299036,0.000299036,0.000301648,0.000300819,0.000301648,0.000301648,0.000301648,0.000299036,0.000299036,0.000299036,0.000301648,0.000301648,0.000301648
,10805,0.000301901,0.000301901,0.000301901,0.000301901,0.000301901,0.000304538,0.000303702,0.000304538,0.000304538,0.000304538,0.000301901,0.000301901,0.000301901,0.000304538,0.000304538,0.000304538
,10806,0.000307088,0.000307088,0.000307088,0.000307088,0.000307088,0.000309771,0.00030892,0.000309771,0.000309771,0.000309771,0.000307088,0.000307088,0.000307088,0.000309771,0.000309771,0.000309771
,10807,0.000308206,0.000308206,0.000308206,0.000308206,0.000308206,0.000310898,0.000310044,0.000310898,0.000310898,0.000310898,0.000308206,0.000308206,0.000308206,0.000310898,0.000310898,0.000310898
,10808,0.000306908,0.000306908,0.000306908,0.000306908,0.000306908,0.000309589,0.000308739,0.000309589,0.000309589,0.000309589,0.000306908,0.000306908,0.000306908,0.000309589,0.000309589,0.000309589
,10809,0.000214326,0.000214326,0.000214326,0.000214326,0.000214326,0.000211784,0.000211563,0.000211784,0.000211784,0.000211784,0.000214326,0.000214326,0.000214326,0.000211784,0.000211784,0.000211784
,10810,0.000123383,0.000123383,0.000123383,0.000123383,0.000123383,0.00012192,0.000121792,0.00012192,0.00012192,0.00012192,0.000123383,0.000123383,0.000123383,0.00012192,0.00012192,0.00012192
,10811,0.000103689,0.000103689,0.000103689,0.000103689,0.000103689,0.000102459,0.000102352,0.000102459,0.000102459,0.000102459,0.000103689,0.000103689,0.000103689,0.000102459,0.000102459,0.000102459
,10812,0.000102348,0.000102348,0.000102348,0.000102348,0.000102348,0.000101134,0.000101028,0.000101134,0.000101134,0.000101134,0.000102348,0.000102348,0.000102348,0.000101134,0.000101134,0.000101134
,10813,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.86E-05,9.85E-05,9.86E-05,9.86E-05,9.86E-05,9.98E-05,9.98E-05,9.98E-05,9.86E-05,9.86E-05,9.86E-05
,10814,9.99E-05,9.99E-05,9.99E-05,9.99E-05,9.99E-05,9.87E-05,9.86E-05,9.87E-05,9.87E-05,9.87E-05,9.99E-05,9.99E-05,9.99E-05,9.87E-05,9.87E-05,9.87E-05
,10815,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989,0.000101989
,10816,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193,0.000120193
,10817,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766,0.000305766
,10818,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006,0.000317006
,10819,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805,0.000317805
,10820,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747,0.00031747
,10821,0.000319907,0.000319907,0.000319907,0.000319907,0.000319907,0.000316112,0.000315783,0.000316112,0.000316112,0.000316112,0.000319907,0.000319907,0.000319907,0.000316112,0.000316112,0.000316112
,10822,0.000319851,0.000319851,0.000319851,0.000319851,0.000319851,0.000316058,0.000315728,0.000316058,0.000316058,0.000316058,0.000319851,0.000319851,0.000319851,0.000316058,0.000316058,0.000316058
,10823,0.000310988,0.000310988,0.000310988,0.000310988,0.000310988,0.000313705,0.000312843,0.000313705,0.000313705,0.000313705,0.000310988,0.000310988,0.000310988,0.000313705,0.000313705,0.000313705
,10824,0.000310685,0.000310685,0.000310685,0.000310685,0.000310685,0.0003134,0.000312539,0.0003134,0.0003134,0.0003134,0.000310685,0.000310685,0.000310685,0.0003134,0.0003134,0.0003134
,10901,0.00029986,0.00029986,0.00029986,0.00029986,0.00029986,0.00030248,0.000301649,0.00030248,0.00030248,0.00030248,0.00029986,0.00029986,0.00029986,0.00030248,0.00030248,0.00030248
,10902,0.000298195,0.000298195,0.000298195,0.000298195,0.000298195,0.0003008,0.000299974,0.0003008,0.0003008,0.0003008,0.000298195,0.000298195,0.000298195,0.0003008,0.0003008,0.0003008
,10903,0.000295169,0.000295169,0.000295169,0.000295169,0.000295169,0.000297748,0.00029693,0.000297748,0.000297748,0.000297748,0.000295169,0.000295169,0.000295169,0.000297748,0.000297748,0.000297748
,10904,0.000295801,0.000295801,0.000295801,0.000295801,0.000295801,0.000298386,0.000297566,0.000298386,0.000298386,0.000298386,0.000295801,0.000295801,0.000295801,0.000298386,0.000298386,0.000298386
,10905,0.000298557,0.000298557,0.000298557,0.000298557,0.000298557,0.000301165,0.000300338,0.000301165,0.000301165,0.000301165,0.000298557,0.000298557,0.000298557,0.000301165,0.000301165,0.000301165
,10906,0.000301511,0.000301511,0.000301511,0.000301511,0.000301511,0.000304146,0.00030331,0.000304146,0.000304146,0.000304146,0.000301511,0.000301511,0.000301511,0.000304146,0.000304146,0.000304146
,10907,0.000301971,0.000301971,0.000301971,0.000301971,0.000301971,0.00030461,0.000303773,0.00030461,0.00030461,0.00030461,0.000301971,0.000301971,0.000301971,0.00030461,0.00030461,0.00030461
,10908,0.000301934,0.000301934,0.000301934,0.000301934,0.000301934,0.000304572,0.000303736,0.000304572,0.000304572,0.000304572,0.000301934,0.000301934,0.000301934,0.000304572,0.000304572,0.000304572
,10909,0.000281477,0.000281477,0.000281477,0.000281477,0.000281477,0.000278139,0.000277849,0.000278139,0.000278139,0.000278139,0.000281477,0.000281477,0.000281477,0.000278139,0.000278139,0.000278139
,10910,0.000190835,0.000190835,0.000190835,0.000190835,0.000190835,0.000188572,0.000188375,0.000188572,0.000188572,0.000188572,0.000190835,0.000190835,0.000190835,0.000188572,0.000188572,0.000188572
,10911,0.000170274,0.000170274,0.000170274,0.000170274,0.000170274,0.000168254,0.000168079,0.000168254,0.000168254,0.000168254,0.000170274,0.000170274,0.000170274,0.000168254,0.000168254,0.000168254
,10912,0.000166242,0.000166242,0.000166242,0.000166242,0.000166242,0.00016427,0.000164099,0.00016427,0.00016427,0.00016427,0.000166242,0.000166242,0.000166242,0.00016427,0.00016427,0.00016427
,10913,0.000166119,0.000166119,0.000166119,0.000166119,0.000166119,0.000164148,0.000163977,0.000164148,0.000164148,0.000164148,0.000166119,0.000166119,0.000166119,0.000164148,0.000164148,0.000164148
,10914,0.000166456,0.000166456,0.000166456,0.000166456,0.000166456,0.000164482,0.00016431,0.000164482,0.000164482,0.000164482,0.000166456,0.000166456,0.000166456,0.000164482,0.000164482,0.000164482
,10915,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081,0.000176081
,10916,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062,0.000207062
,10917,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374,0.000307374
,10918,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629,0.000307629
,10919,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757,0.00030757
,10920,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564,0.000307564
,10921,0.000309592,0.000309592,0.000309592,0.000309592,0.000309592,0.000305921,0.000305601,0.000305921,0.000305921,0.000305921,0.000309592,0.000309592,0.000309592,0.000305921,0.000305921,0.000305921
,10922,0.000309475,0.000309475,0.000309475,0.000309475,0.000309475,0.000305805,0.000305486,0.000305805,0.000305805,0.000305805,0.000309475,0.000309475,0.000309475,0.000305805,0.000305805,0.000305805
,10923,0.000301167,0.000301167,0.000301167,0.000301167,0.000301167,0.000303799,0.000302964,0.000303799,0.000303799,0.000303799,0.000301167,0.000301167,0.000301167,0.000303799,0.000303799,0.000303799
,10924,0.000297164,0.000297164,0.000297164,0.000297164,0.000297164,0.00029976,0.000298937,0.00029976,0.00029976,0.00029976,0.000297164,0.000297164,0.000297164,0.00029976,0.00029976,0.00029976
,11001,0.000271793,0.000271793,0.000271793,0.000271793,0.000271793,0.000274168,0.000273415,0.000274168,0.000274168,0.000274168,0.000271793,0.000271793,0.000271793,0.000274168,0.000274168,0.000274168
,11002,0.000269827,0.000269827,0.000269827,0.000269827,0.000269827,0.000272184,0.000271436,0.000272184,0.000272184,0.000272184,0.000269827,0.000269827,0.000269827,0.000272184,0.000272184,0.000272184
,11003,0.000277527,0.000277527,0.000277527,0.000277527,0.000277527,0.000279952,0.000279183,0.000279952,0.000279952,0.000279952,0.000277527,0.000277527,0.000277527,0.000279952,0.000279952,0.000279952
,11004,0.000287186,0.000287186,0.000287186,0.000287186,0.000287186,0.000289695,0.000288899,0.000289695,0.000289695,0.000289695,0.000287186,0.000287186,0.000287186,0.000289695,0.000289695,0.000289695
,11005,0.000297281,0.000297281,0.000297281,0.000297281,0.000297281,0.000299878,0.000299055,0.000299878,0.000299878,0.000299878,0.000297281,0.000297281,0.000297281,0.000299878,0.000299878,0.000299878
,11006,0.000299585,0.000299585,0.000299585,0.000299585,0.000299585,0.000302202,0.000301372,0.000302202,0.000302202,0.000302202,0.000299585,0.000299585,0.000299585,0.000302202,0.000302202,0.000302202
,11007,0.000299956,0.000299956,0.000299956,0.000299956,0.000299956,0.000302577,0.000301745,0.000302577,0.000302577,0.000302577,0.000299956,0.000299956,0.000299956,0.000302577,0.000302577,0.000302577
,11008,0.000300017,0.000300017,0.000300017,0.000300017,0.000300017,0.000302638,0.000301806,0.000302638,0.000302638,0.000302638,0.000300017,0.000300017,0.000300017,0.000302638,0.000302638,0.000302638
,11009,0.000167116,0.000167116,0.000167116,0.000167116,0.000167116,0.000168576,0.000168113,0.000168576,0.000168576,0.000168576,0.000167116,0.000167116,0.000167116,0.000168576,0.000168576,0.000168576
,11010,8.65E-05,8.65E-05,8.65E-05,8.65E-05,8.65E-05,8.72E-05,8.70E-05,8.72E-05,8.72E-05,8.72E-05,8.65E-05,8.65E-05,8.65E-05,8.72E-05,8.72E-05,8.72E-05
,11011,8.27E-05,8.27E-05,8.27E-05,8.27E-05,8.27E-05,8.34E-05,8.32E-05,8.34E-05,8.34E-05,8.34E-05,8.27E-05,8.27E-05,8.27E-05,8.34E-05,8.34E-05,8.34E-05
,11012,8.26E-05,8.26E-05,8.26E-05,8.26E-05,8.26E-05,8.34E-05,8.31E-05,8.34E-05,8.34E-05,8.34E-05,8.26E-05,8.26E-05,8.26E-05,8.34E-05,8.34E-05,8.34E-05
,11013,8.26E-05,8.26E-05,8.26E-05,8.26E-05,8.26E-05,8.33E-05,8.31E-05,8.33E-05,8.33E-05,8.33E-05,8.26E-05,8.26E-05,8.26E-05,8.33E-05,8.33E-05,8.33E-05
,11014,8.27E-05,8.27E-05,8.27E-05,8.27E-05,8.27E-05,8.34E-05,8.32E-05,8.34E-05,8.34E-05,8.34E-05,8.27E-05,8.27E-05,8.27E-05,8.34E-05,8.34E-05,8.34E-05
