;,; Use with 2009 calendar year and updated CEC weather data,,,,,,,,,,,,,,,,
;,"; Version ID: 2019 TDV CARBON ONLY, Elec Non-Res (15 Year)",,,,,,,,,,,,,,,,
;,; MoDaHr,CZ1 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ2 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ3 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ4 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ5 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ6 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ7 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ8 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ9 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ10 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ11 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ12 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ13 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ14 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ15 Electricity Long-Run Carbon Emission Factors (ton/MWh),CZ16 Electricity Long-Run Carbon Emission Factors (ton/MWh)
TABLE C02ElecByCZ,,,,,,,,,,,,,,,,,
,MoDaHr,C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh),C02(ton/MWh)
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,52918,0.250692618,0.250692618,0.250692618,0.250692618,0.250692618,0.269729917,0.269729917,0.269729917,0.269729917,0.269729917,0.250692618,0.250692618,0.250692618,0.269729917,0.269729917,0.269729917
,52919,0.266473909,0.266473909,0.266473909,0.266473909,0.266473909,0.30875654,0.30875654,0.30875654,0.30875654,0.30875654,0.266473909,0.266473909,0.266473909,0.30875654,0.30875654,0.30875654
,52920,0.262037342,0.262037342,0.262037342,0.262037342,0.262037342,0.366004075,0.366004075,0.366004075,0.366004075,0.366004075,0.262037342,0.262037342,0.262037342,0.366004075,0.366004075,0.366004075
,52921,0.266399046,0.266399046,0.266399046,0.266399046,0.266399046,0.348929357,0.348929357,0.348929357,0.348929357,0.348929357,0.266399046,0.266399046,0.266399046,0.348929357,0.348929357,0.348929357
,52922,0.246925854,0.246925854,0.246925854,0.246925854,0.246925854,0.306372165,0.306372165,0.306372165,0.306372165,0.306372165,0.246925854,0.246925854,0.246925854,0.306372165,0.306372165,0.306372165
,52923,0.246934894,0.246934894,0.246934894,0.246934894,0.246934894,0.255735242,0.255735242,0.255735242,0.255735242,0.255735242,0.246934894,0.246934894,0.246934894,0.255735242,0.255735242,0.255735242
,52924,0.242407322,0.242407322,0.242407322,0.242407322,0.242407322,0.243438714,0.243438714,0.243438714,0.243438714,0.243438714,0.242407322,0.242407322,0.242407322,0.243438714,0.243438714,0.243438714
,53001,0.239579414,0.239579414,0.239579414,0.239579414,0.239579414,0.216547574,0.216547574,0.216547574,0.216547574,0.216547574,0.239579414,0.239579414,0.239579414,0.216547574,0.216547574,0.216547574
,53002,0.239224141,0.239224141,0.239224141,0.239224141,0.239224141,0.213710171,0.213710171,0.213710171,0.213710171,0.213710171,0.239224141,0.239224141,0.239224141,0.213710171,0.213710171,0.213710171
,53003,0.238192542,0.238192542,0.238192542,0.238192542,0.238192542,0.19427536,0.19427536,0.19427536,0.19427536,0.19427536,0.238192542,0.238192542,0.238192542,0.19427536,0.19427536,0.19427536
,53004,0.237110603,0.237110603,0.237110603,0.237110603,0.237110603,0.192422005,0.192422005,0.192422005,0.192422005,0.192422005,0.237110603,0.237110603,0.237110603,0.192422005,0.192422005,0.192422005
,53005,0.237190952,0.237190952,0.237190952,0.237190952,0.237190952,0.192955345,0.192955345,0.192955345,0.192955345,0.192955345,0.237190952,0.237190952,0.237190952,0.192955345,0.192955345,0.192955345
,53006,0.239024075,0.239024075,0.239024075,0.239024075,0.239024075,0.195191214,0.195191214,0.195191214,0.195191214,0.195191214,0.239024075,0.239024075,0.239024075,0.195191214,0.195191214,0.195191214
,53007,0.239185838,0.239185838,0.239185838,0.239185838,0.239185838,0.195207851,0.195207851,0.195207851,0.195207851,0.195207851,0.239185838,0.239185838,0.239185838,0.195207851,0.195207851,0.195207851
,53008,0.237228005,0.237228005,0.237228005,0.237228005,0.237228005,0.077640362,0.077640362,0.077640362,0.077640362,0.077640362,0.237228005,0.237228005,0.237228005,0.077640362,0.077640362,0.077640362
,53009,0.217262939,0.217262939,0.217262939,0.217262939,0.217262939,0.059947591,0.059947591,0.059947591,0.059947591,0.059947591,0.217262939,0.217262939,0.217262939,0.059947591,0.059947591,0.059947591
,53010,0.101664604,0.101664604,0.101664604,0.101664604,0.101664604,0.059997712,0.059997712,0.059997712,0.059997712,0.059997712,0.101664604,0.101664604,0.101664604,0.059997712,0.059997712,0.059997712
,53011,0.102587044,0.102587044,0.102587044,0.102587044,0.102587044,0.077475639,0.077475639,0.077475639,0.077475639,0.077475639,0.102587044,0.102587044,0.102587044,0.077475639,0.077475639,0.077475639
,53012,0.103308038,0.103308038,0.103308038,0.103308038,0.103308038,0.077939967,0.077939967,0.077939967,0.077939967,0.077939967,0.103308038,0.103308038,0.103308038,0.077939967,0.077939967,0.077939967
,53013,0.103509371,0.103509371,0.103509371,0.103509371,0.103509371,0.079049001,0.079049001,0.079049001,0.079049001,0.079049001,0.103509371,0.103509371,0.103509371,0.079049001,0.079049001,0.079049001
,53014,0.10363758,0.10363758,0.10363758,0.10363758,0.10363758,0.079104871,0.079104871,0.079104871,0.079104871,0.079104871,0.10363758,0.10363758,0.10363758,0.079104871,0.079104871,0.079104871
,53015,0.219172324,0.219172324,0.219172324,0.219172324,0.219172324,0.079325512,0.079325512,0.079325512,0.079325512,0.079325512,0.219172324,0.219172324,0.219172324,0.079325512,0.079325512,0.079325512
,53016,0.240372689,0.240372689,0.240372689,0.240372689,0.240372689,0.098433838,0.098433838,0.098433838,0.098433838,0.098433838,0.240372689,0.240372689,0.240372689,0.098433838,0.098433838,0.098433838
,53017,0.241818837,0.241818837,0.241818837,0.241818837,0.241818837,0.239833158,0.239833158,0.239833158,0.239833158,0.239833158,0.241818837,0.241818837,0.241818837,0.239833158,0.239833158,0.239833158
,53018,0.245382618,0.245382618,0.245382618,0.245382618,0.245382618,0.249463043,0.249463043,0.249463043,0.249463043,0.249463043,0.245382618,0.245382618,0.245382618,0.249463043,0.249463043,0.249463043
,53019,0.260612308,0.260612308,0.260612308,0.260612308,0.260612308,0.271415319,0.271415319,0.271415319,0.271415319,0.271415319,0.260612308,0.260612308,0.260612308,0.271415319,0.271415319,0.271415319
,53020,0.26120568,0.26120568,0.26120568,0.26120568,0.26120568,0.322434909,0.322434909,0.322434909,0.322434909,0.322434909,0.26120568,0.26120568,0.26120568,0.322434909,0.322434909,0.322434909
,53021,0.261174143,0.261174143,0.261174143,0.261174143,0.261174143,0.320727548,0.320727548,0.320727548,0.320727548,0.320727548,0.261174143,0.261174143,0.261174143,0.320727548,0.320727548,0.320727548
,53022,0.257453185,0.257453185,0.257453185,0.257453185,0.257453185,0.286742147,0.286742147,0.286742147,0.286742147,0.286742147,0.257453185,0.257453185,0.257453185,0.286742147,0.286742147,0.286742147
,53023,0.242596305,0.242596305,0.242596305,0.242596305,0.242596305,0.256398517,0.256398517,0.256398517,0.256398517,0.256398517,0.242596305,0.242596305,0.242596305,0.256398517,0.256398517,0.256398517
,53024,0.24103712,0.24103712,0.24103712,0.24103712,0.24103712,0.244099539,0.244099539,0.244099539,0.244099539,0.244099539,0.24103712,0.24103712,0.24103712,0.244099539,0.244099539,0.244099539
,53101,0.241421373,0.241421373,0.241421373,0.241421373,0.241421373,0.239961555,0.239961555,0.239961555,0.239961555,0.239961555,0.241421373,0.241421373,0.241421373,0.239961555,0.239961555,0.239961555
,53102,0.240519988,0.240519988,0.240519988,0.240519988,0.240519988,0.216595235,0.216595235,0.216595235,0.216595235,0.216595235,0.240519988,0.240519988,0.240519988,0.216595235,0.216595235,0.216595235
,53103,0.238943772,0.238943772,0.238943772,0.238943772,0.238943772,0.0405141,0.0405141,0.0405141,0.0405141,0.0405141,0.238943772,0.238943772,0.238943772,0.0405141,0.0405141,0.0405141
,53104,0.237720262,0.237720262,0.237720262,0.237720262,0.237720262,0.040042391,0.040042391,0.040042391,0.040042391,0.040042391,0.237720262,0.237720262,0.237720262,0.040042391,0.040042391,0.040042391
,53105,0.238498594,0.238498594,0.238498594,0.238498594,0.238498594,0.04043361,0.04043361,0.04043361,0.04043361,0.04043361,0.238498594,0.238498594,0.238498594,0.04043361,0.04043361,0.04043361
,53106,0.24005418,0.24005418,0.24005418,0.24005418,0.24005418,0.194293424,0.194293424,0.194293424,0.194293424,0.194293424,0.24005418,0.24005418,0.24005418,0.194293424,0.194293424,0.194293424
,53107,0.240109361,0.240109361,0.240109361,0.240109361,0.240109361,0.194435608,0.194435608,0.194435608,0.194435608,0.194435608,0.240109361,0.240109361,0.240109361,0.194435608,0.194435608,0.194435608
,53108,0.219309188,0.219309188,0.219309188,0.219309188,0.219309188,0.023185975,0.023185975,0.023185975,0.023185975,0.023185975,0.219309188,0.219309188,0.219309188,0.023185975,0.023185975,0.023185975
,53109,0.141271044,0.141271044,0.141271044,0.141271044,0.141271044,0.023188112,0.023188112,0.023188112,0.023188112,0.023188112,0.141271044,0.141271044,0.141271044,0.023188112,0.023188112,0.023188112
,53110,0.141571602,0.141571602,0.141571602,0.141571602,0.141571602,0.023457435,0.023457435,0.023457435,0.023457435,0.023457435,0.141571602,0.141571602,0.141571602,0.023457435,0.023457435,0.023457435
,53111,0.161582992,0.161582992,0.161582992,0.161582992,0.161582992,0.024176141,0.024176141,0.024176141,0.024176141,0.024176141,0.161582992,0.161582992,0.161582992,0.024176141,0.024176141,0.024176141
,53112,0.182759869,0.182759869,0.182759869,0.182759869,0.182759869,0.139373283,0.139373283,0.139373283,0.139373283,0.139373283,0.182759869,0.182759869,0.182759869,0.139373283,0.139373283,0.139373283
,53113,0.183442588,0.183442588,0.183442588,0.183442588,0.183442588,0.139620032,0.139620032,0.139620032,0.139620032,0.139620032,0.183442588,0.183442588,0.183442588,0.139620032,0.139620032,0.139620032
,53114,0.238816167,0.238816167,0.238816167,0.238816167,0.238816167,0.180744606,0.180744606,0.180744606,0.180744606,0.180744606,0.238816167,0.238816167,0.238816167,0.180744606,0.180744606,0.180744606
,53115,0.240294952,0.240294952,0.240294952,0.240294952,0.240294952,0.199216977,0.199216977,0.199216977,0.199216977,0.199216977,0.240294952,0.240294952,0.240294952,0.199216977,0.199216977,0.199216977
,53116,0.241443335,0.241443335,0.241443335,0.241443335,0.241443335,0.218543396,0.218543396,0.218543396,0.218543396,0.218543396,0.241443335,0.241443335,0.241443335,0.218543396,0.218543396,0.218543396
,53117,0.243530125,0.243530125,0.243530125,0.243530125,0.243530125,0.239263978,0.239263978,0.239263978,0.239263978,0.239263978,0.243530125,0.243530125,0.243530125,0.239263978,0.239263978,0.239263978
,53118,0.244220779,0.244220779,0.244220779,0.244220779,0.244220779,0.245866762,0.245866762,0.245866762,0.245866762,0.245866762,0.244220779,0.244220779,0.244220779,0.245866762,0.245866762,0.245866762
,53119,0.247399362,0.247399362,0.247399362,0.247399362,0.247399362,0.257307234,0.257307234,0.257307234,0.257307234,0.257307234,0.247399362,0.247399362,0.247399362,0.257307234,0.257307234,0.257307234
,53120,0.269092075,0.269092075,0.269092075,0.269092075,0.269092075,0.283057013,0.283057013,0.283057013,0.283057013,0.283057013,0.269092075,0.269092075,0.269092075,0.283057013,0.283057013,0.283057013
,53121,0.262237429,0.262237429,0.262237429,0.262237429,0.262237429,0.280832877,0.280832877,0.280832877,0.280832877,0.280832877,0.262237429,0.262237429,0.262237429,0.280832877,0.280832877,0.280832877
,53122,0.246810679,0.246810679,0.246810679,0.246810679,0.246810679,0.270940065,0.270940065,0.270940065,0.270940065,0.270940065,0.246810679,0.246810679,0.246810679,0.270940065,0.270940065,0.270940065
,53123,0.243930083,0.243930083,0.243930083,0.243930083,0.243930083,0.248706663,0.248706663,0.248706663,0.248706663,0.248706663,0.243930083,0.243930083,0.243930083,0.248706663,0.248706663,0.248706663
,53124,0.243297019,0.243297019,0.243297019,0.243297019,0.243297019,0.244049369,0.244049369,0.244049369,0.244049369,0.244049369,0.243297019,0.243297019,0.243297019,0.244049369,0.244049369,0.244049369
,60101,0.254858294,0.254858294,0.254858294,0.254858294,0.254858294,0.25333933,0.25333933,0.25333933,0.25333933,0.25333933,0.254858294,0.254858294,0.254858294,0.25333933,0.25333933,0.25333933
,60102,0.254824745,0.254824745,0.254824745,0.254824745,0.254824745,0.251524557,0.251524557,0.251524557,0.251524557,0.251524557,0.254824745,0.254824745,0.254824745,0.251524557,0.251524557,0.251524557
,60103,0.254813427,0.254813427,0.254813427,0.254813427,0.254813427,0.246578254,0.246578254,0.246578254,0.246578254,0.246578254,0.254813427,0.254813427,0.254813427,0.246578254,0.246578254,0.246578254
,60104,0.254668081,0.254668081,0.254668081,0.254668081,0.254668081,0.246474163,0.246474163,0.246474163,0.246474163,0.246474163,0.254668081,0.254668081,0.254668081,0.246474163,0.246474163,0.246474163
,60105,0.254672409,0.254672409,0.254672409,0.254672409,0.254672409,0.246381825,0.246381825,0.246381825,0.246381825,0.246381825,0.254672409,0.254672409,0.254672409,0.246381825,0.246381825,0.246381825
,60106,0.254814807,0.254814807,0.254814807,0.254814807,0.254814807,0.24827521,0.24827521,0.24827521,0.24827521,0.24827521,0.254814807,0.254814807,0.254814807,0.24827521,0.24827521,0.24827521
,60107,0.254895151,0.254895151,0.254895151,0.254895151,0.254895151,0.247837443,0.247837443,0.247837443,0.247837443,0.247837443,0.254895151,0.254895151,0.254895151,0.247837443,0.247837443,0.247837443
,60108,0.25203046,0.25203046,0.25203046,0.25203046,0.25203046,0.242191438,0.242191438,0.242191438,0.242191438,0.242191438,0.25203046,0.25203046,0.25203046,0.242191438,0.242191438,0.242191438
,60109,0.247667829,0.247667829,0.247667829,0.247667829,0.247667829,0.202333523,0.202333523,0.202333523,0.202333523,0.202333523,0.247667829,0.247667829,0.247667829,0.202333523,0.202333523,0.202333523
,60110,0.247718936,0.247718936,0.247718936,0.247718936,0.247718936,0.086317479,0.086317479,0.086317479,0.086317479,0.086317479,0.247718936,0.247718936,0.247718936,0.086317479,0.086317479,0.086317479
,60111,0.247058928,0.247058928,0.247058928,0.247058928,0.247058928,0.103091477,0.103091477,0.103091477,0.103091477,0.103091477,0.247058928,0.247058928,0.247058928,0.103091477,0.103091477,0.103091477
,60112,0.246526406,0.246526406,0.246526406,0.246526406,0.246526406,0.103156826,0.103156826,0.103156826,0.103156826,0.103156826,0.246526406,0.246526406,0.246526406,0.103156826,0.103156826,0.103156826
,60113,0.247151825,0.247151825,0.247151825,0.247151825,0.247151825,0.103833554,0.103833554,0.103833554,0.103833554,0.103833554,0.247151825,0.247151825,0.247151825,0.103833554,0.103833554,0.103833554
,60114,0.248041861,0.248041861,0.248041861,0.248041861,0.248041861,0.10478076,0.10478076,0.10478076,0.10478076,0.10478076,0.248041861,0.248041861,0.248041861,0.10478076,0.10478076,0.10478076
,60115,0.253932742,0.253932742,0.253932742,0.253932742,0.253932742,0.243364683,0.243364683,0.243364683,0.243364683,0.243364683,0.253932742,0.253932742,0.253932742,0.243364683,0.243364683,0.243364683
,60116,0.255095586,0.255095586,0.255095586,0.255095586,0.255095586,0.248123613,0.248123613,0.248123613,0.248123613,0.248123613,0.255095586,0.255095586,0.255095586,0.248123613,0.248123613,0.248123613
,60117,0.25551131,0.25551131,0.25551131,0.25551131,0.25551131,0.253811339,0.253811339,0.253811339,0.253811339,0.253811339,0.25551131,0.25551131,0.25551131,0.253811339,0.253811339,0.253811339
,60118,0.260393672,0.260393672,0.260393672,0.260393672,0.260393672,0.261986384,0.261986384,0.261986384,0.261986384,0.261986384,0.260393672,0.260393672,0.260393672,0.261986384,0.261986384,0.261986384
,60119,0.260858983,0.260858983,0.260858983,0.260858983,0.260858983,0.289067096,0.289067096,0.289067096,0.289067096,0.289067096,0.260858983,0.260858983,0.260858983,0.289067096,0.289067096,0.289067096
,60120,0.260824704,0.260824704,0.260824704,0.260824704,0.260824704,0.35348073,0.35348073,0.35348073,0.35348073,0.35348073,0.260824704,0.260824704,0.260824704,0.35348073,0.35348073,0.35348073
,60121,0.260808502,0.260808502,0.260808502,0.260808502,0.260808502,0.352912312,0.352912312,0.352912312,0.352912312,0.352912312,0.260808502,0.260808502,0.260808502,0.352912312,0.352912312,0.352912312
,60122,0.260853882,0.260853882,0.260853882,0.260853882,0.260853882,0.316470209,0.316470209,0.316470209,0.316470209,0.316470209,0.260853882,0.260853882,0.260853882,0.316470209,0.316470209,0.316470209
,60123,0.260845346,0.260845346,0.260845346,0.260845346,0.260845346,0.276706988,0.276706988,0.276706988,0.276706988,0.276706988,0.260845346,0.260845346,0.260845346,0.276706988,0.276706988,0.276706988
,60124,0.256328331,0.256328331,0.256328331,0.256328331,0.256328331,0.256847383,0.256847383,0.256847383,0.256847383,0.256847383,0.256328331,0.256328331,0.256328331,0.256847383,0.256847383,0.256847383
,60201,0.246979659,0.246979659,0.246979659,0.246979659,0.246979659,0.228326565,0.228326565,0.228326565,0.228326565,0.228326565,0.246979659,0.246979659,0.246979659,0.228326565,0.228326565,0.228326565
,60202,0.246952641,0.246952641,0.246952641,0.246952641,0.246952641,0.223618902,0.223618902,0.223618902,0.223618902,0.223618902,0.246952641,0.246952641,0.246952641,0.223618902,0.223618902,0.223618902
,60203,0.246172565,0.246172565,0.246172565,0.246172565,0.246172565,0.221744242,0.221744242,0.221744242,0.221744242,0.221744242,0.246172565,0.246172565,0.246172565,0.221744242,0.221744242,0.221744242
,60204,0.246060728,0.246060728,0.246060728,0.246060728,0.246060728,0.221516792,0.221516792,0.221516792,0.221516792,0.221516792,0.246060728,0.246060728,0.246060728,0.221516792,0.221516792,0.221516792
,60205,0.24637167,0.24637167,0.24637167,0.24637167,0.24637167,0.222407523,0.222407523,0.222407523,0.222407523,0.222407523,0.24637167,0.24637167,0.24637167,0.222407523,0.222407523,0.222407523
,60206,0.246932254,0.246932254,0.246932254,0.246932254,0.246932254,0.225290794,0.225290794,0.225290794,0.225290794,0.225290794,0.246932254,0.246932254,0.246932254,0.225290794,0.225290794,0.225290794
,60207,0.247017179,0.247017179,0.247017179,0.247017179,0.247017179,0.228823672,0.228823672,0.228823672,0.228823672,0.228823672,0.247017179,0.247017179,0.247017179,0.228823672,0.228823672,0.228823672
,60208,0.247039302,0.247039302,0.247039302,0.247039302,0.247039302,0.224300085,0.224300085,0.224300085,0.224300085,0.224300085,0.247039302,0.247039302,0.247039302,0.224300085,0.224300085,0.224300085
,60209,0.243127101,0.243127101,0.243127101,0.243127101,0.243127101,0.195494105,0.195494105,0.195494105,0.195494105,0.195494105,0.243127101,0.243127101,0.243127101,0.195494105,0.195494105,0.195494105
,60210,0.240227568,0.240227568,0.240227568,0.240227568,0.240227568,0.063009645,0.063009645,0.063009645,0.063009645,0.063009645,0.240227568,0.240227568,0.240227568,0.063009645,0.063009645,0.063009645
,60211,0.221400998,0.221400998,0.221400998,0.221400998,0.221400998,0.045314687,0.045314687,0.045314687,0.045314687,0.045314687,0.221400998,0.221400998,0.221400998,0.045314687,0.045314687,0.045314687
,60212,0.20171378,0.20171378,0.20171378,0.20171378,0.20171378,0.164465183,0.164465183,0.164465183,0.164465183,0.164465183,0.20171378,0.20171378,0.20171378,0.164465183,0.164465183,0.164465183
,60213,0.20145291,0.20145291,0.20145291,0.20145291,0.20145291,0.183685337,0.183685337,0.183685337,0.183685337,0.183685337,0.20145291,0.20145291,0.20145291,0.183685337,0.183685337,0.183685337
,60214,0.243074184,0.243074184,0.243074184,0.243074184,0.243074184,0.203344294,0.203344294,0.203344294,0.203344294,0.203344294,0.243074184,0.243074184,0.243074184,0.203344294,0.203344294,0.203344294
,60215,0.247368421,0.247368421,0.247368421,0.247368421,0.247368421,0.20466136,0.20466136,0.20466136,0.20466136,0.20466136,0.247368421,0.247368421,0.247368421,0.20466136,0.20466136,0.20466136
,60216,0.247387244,0.247387244,0.247387244,0.247387244,0.247387244,0.225364354,0.225364354,0.225364354,0.225364354,0.225364354,0.247387244,0.247387244,0.247387244,0.225364354,0.225364354,0.225364354
,60217,0.247346224,0.247346224,0.247346224,0.247346224,0.247346224,0.229232765,0.229232765,0.229232765,0.229232765,0.229232765,0.247346224,0.247346224,0.247346224,0.229232765,0.229232765,0.229232765
