,,,,Number of,Conditioned,,,LSC Margins,,Source Margin,Peak Cooling,Proposed Model Site Electric Use,,,,,,,,,,,,,,,Proposed Model Site Fuel Use,,,,,,Proposed Model LSC,,,,,,,,,,,,,,Proposed Model Source Energy,,,,,,,,,,,,Proposed Model Electric Demand,,,,,,,,,,,,,,Standard Model Site Electric Use,,,,,,,,,,,,Standard Model Site Fuel Use,,,,,Standard Model LSC,,,,,,,,,,,Standard Model Source Energy,,,,,,,,,,Standard Model Electric Demand,,,,,,,,,,,Software Versions,,,,Savings Results,,,,Calculated SSFs,,Compliance Total LSC Results By Fuel ($/ft2-yr),,,,Source Energy Results By Fuel (kBtu/ft2-yr),,,,Proposed PV Scaling,,,Self Utilization Credit,,HVAC Systems,,HVAC Total Capacities (kBtuh),,,,Proposed Model Site Electric CO2 Emissions,,,,,,,,,,,,,Proposed Model Site Fuel CO2 Emissions,,,,,Standard Model Site Electric CO2 Emissions,,,,,,,,,,Standard Model Site Fuel CO2 Emissions,,,,Proposed Model PV,,,,Standard Model PV,,,,Proposed Model Battery,,
,Project,,Climate,Dwelling,Area,,Pass /,Efficiency,Total,Total,Elec Margin,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,PeakCool,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,PeakCool,Spc Heat,Wtr Heat,Appl & Cook,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL Comp,Eff Total,Compliance,,End User,Fuel,Total Demand,Compliance Demand,Total LSC,Efficiency LSC,Proposed,Standard,Proposed Model,,Standard Model,,Proposed Model,,Standard Model,,Max PV,PV Scale,Scaled PV,LSC Margin,Battery,# Systems,# Equipment,Proposed Design,,Standard Design,,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,Self Util. Credit,PV,Battery,Flexibility,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Flexibility,Appl & Cook,TOTAL,Spc Heat,Spc Cool,IAQ Vent,Wtr Heat,PV,Ins Light,Appl & Cook,Plug Lds,Exterior,TOTAL,Spc Heat,Wtr Heat,Appl & Cook,TOTAL,Size,Generation,Export,Export,Size,Generation,Export,Export,Compliance Cap,Power,Control
Run Date/Time,Path/File,Run Title,Zone,Units,(ft2),Analysis Type,Fail,($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),(Therms),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(kWh),(Therms),(Therms),(Therms),(Therms),(Therms),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),($/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kBtu/ft2-yr),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),(kW),Ruleset,CSE,Application,Type,(kW),(kW),(%),(%),(frac),(frac),Electric,Gas,Electric,Gas,Electric,Gas,Electric,Gas,Ratio,Factor,Total kW,($/ft2-yr),Ratio,(count),(count),Heating,Cooling,Heating,Cooling,(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kg),(kWdc),(kWh/yr),(kWh/yr),(%),(kWdc),(kWh/yr),(kWh/yr),(%),(kWh),(kW),
"2025-11-05 19:02:37","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W01R11.ribd25","",11,1,2100,"Proposed and Standard","PASS",0.01,0.01,3.67,93,1564.96,1170.65,277.42,1158.32,0,-4881.23,0,0,505.557,962.769,2025.88,119.621,2903.94,4171.34,464.723,0,0,0,43.1492,43.1492,0,6.05,3.86,0.89,3.71,0,-6.3,0,0,1.75,5.5,6.65,0.42,22.53,14.51,2.5,0.58,0.23,1.01,-1.03,0,0,0.5,2.58,1.76,0.12,8.25,0.541978,0.0266677,0.0316784,0.128007,0,-0.00683779,0,0,0.0586259,0.0882284,0.245105,0.0202483,1.1337,0.728331,1565,1170.67,277.42,1158.32,-4881.23,505.557,962.769,2025.88,119.621,2904.01,4171.41,464.737,0,0,43.1492,43.1492,0,6.06,3.86,0.89,3.71,-6.3,1.75,5.5,6.65,0.42,22.54,14.52,2.49,0.59,0.23,4.68,-1.03,0.5,2.58,1.76,0.12,11.92,0.541994,0.0266677,0.0316784,0.128007,-0.00683779,0.0586259,0.0882284,0.245105,0.0202483,1.13372,0.728347,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",1.61635e-05,1.61685e-05,,,,,14.51,0,14.52,0,4.32,0,3.37,4.62,1,1,3.1956,,,1,1,27.668,28.049,27.654,28.0347,556.047,129.516,50.052,225.099,0,-343.638,0,0,110.404,160.133,391.385,27.6732,1306.67,0,0,0,252.315,252.315,278.031,64.7593,25.026,112.549,-114.546,55.2018,80.0663,195.692,13.8366,710.617,0,0,252.315,252.315,3.1956,4882.67,2473.64,50.6618,3.1956,4882.67,2473.64,50.6617,0,0,"",
"2025-11-05 19:03:34","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W01R12.ribd25","",12,1,2100,"Proposed and Standard","PASS",0.00,0.00,3.85,15,1642.43,235.432,277.073,1271.28,0,-4222.14,0,0,505.557,940.847,2025.88,119.621,2795.98,3426.21,73.7981,0,0,0,43.1492,43.1492,0,6.27,0.83,0.88,4.07,0,-5.18,0,0,1.75,5.44,6.66,0.42,21.14,12.05,2.52,0.15,0.22,1.08,-0.87,0,0,0.5,2.57,1.76,0.12,8.05,0.546296,0.00908789,0.0316388,0.143613,0,-0.00698747,0,0,0.0586259,0.0868178,0.245105,0.0202483,1.13444,0.730635,1642.07,235.41,277.073,1271.28,-4222.14,505.557,940.847,2025.88,119.621,2795.6,3425.83,73.7752,0,0,43.1492,43.1492,0,6.27,0.83,0.88,4.07,-5.18,1.75,5.44,6.66,0.42,21.14,12.05,2.5,0.15,0.22,4.95,-0.87,0.5,2.57,1.76,0.12,11.9,0.546149,0.00908787,0.0316388,0.143613,-0.00698747,0.0586259,0.0868178,0.245105,0.0202483,1.1343,0.730489,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",-0.000145995,-0.000145974,,,,,12.05,0,12.05,0,3.97,0,2.93,4.89,1,1,2.6873,,,1,1,26.848,27.213,26.9893,27.3564,560.271,33.9654,49.9895,239.5,0,-288.58,0,0,110.404,157.671,391.385,27.6732,1282.28,0,0,0,252.315,252.315,280.071,16.9802,24.9947,119.75,-96.1934,55.2018,78.8353,195.692,13.8366,689.169,0,0,252.315,252.315,2.6873,4223.38,2248.16,53.2313,2.6873,4223.38,2248.14,53.2307,0,0,"",
"2025-11-05 19:04:32","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W01R13.ribd25","",13,1,2100,"Proposed and Standard","PASS",0.00,0.00,3.64,109,1118.33,1526.18,278.413,1061.78,0,-5318.81,0,0,505.557,978.682,2025.88,119.621,2295.64,3984.71,546.67,0,0,0,43.1492,43.1492,0,4.39,5.17,0.89,3.39,0,-6.91,0,0,1.76,5.56,6.65,0.42,21.32,13.84,1.8,0.77,0.23,0.91,-1.12,0,0,0.5,2.59,1.76,0.12,7.56,0.437042,0.0463321,0.0317918,0.117996,0,-0.0107704,0,0,0.0586259,0.0891818,0.245105,0.0202483,1.03555,0.633161,1118.36,1526.22,278.413,1061.78,-5318.81,505.557,978.682,2025.88,119.621,2295.71,3984.78,546.69,0,0,43.1492,43.1492,0,4.39,5.17,0.89,3.39,-6.91,1.76,5.56,6.65,0.42,21.32,13.84,1.78,0.77,0.23,4.56,-1.12,0.5,2.6,1.76,0.12,11.2,0.437056,0.0463323,0.0317918,0.117996,-0.0107704,0.0586259,0.0891818,0.245105,0.0202483,1.03557,0.633175,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",1.41239e-05,1.41289e-05,,,,,13.84,0,13.84,0,3.71,0,2.84,4.5,1,1,3.3874,,,1,1,28.354,28.749,28.3344,28.729,399.64,171.143,50.2312,201.569,0,-373.55,0,0,110.404,162.884,391.385,27.6732,1141.38,0,0,0,252.315,252.315,199.825,85.5732,25.1156,100.784,-124.517,55.2018,81.4418,195.692,13.8366,632.954,0,0,252.315,252.315,3.3874,5320.37,2687.4,50.5116,3.3874,5320.37,2687.39,50.5114,0,0,"",
"2025-11-05 19:05:29","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W01R14.ribd25","",14,1,2100,"Proposed and Standard","PASS",0.00,0.00,3.56,70,1638.98,1053.39,275.608,1245.97,0,-5114.33,0,0,505.557,958.765,2025.88,119.621,2709.43,4213.94,346.287,0,0,0,43.1492,43.1492,0,6.43,3.2,0.88,4.01,0,-7.24,0,0,1.72,5.47,6.62,0.42,21.51,14.52,2.72,0.45,0.22,1.13,-1.36,0,0,0.5,2.57,1.76,0.12,8.11,0.632556,0.0182342,0.0314715,0.159375,0,-0.0176865,0,0,0.0586259,0.087048,0.245105,0.0202483,1.23498,0.841637,1639.01,1053.4,275.608,1245.97,-5114.33,505.557,958.765,2025.88,119.621,2709.47,4213.98,346.295,0,0,43.1492,43.1492,0,6.43,3.2,0.88,4.01,-7.24,1.72,5.47,6.62,0.42,21.51,14.52,2.71,0.45,0.22,4.7,-1.36,0.5,2.57,1.76,0.12,11.67,0.632572,0.0182342,0.0314715,0.159375,-0.0176865,0.0586259,0.087048,0.245105,0.0202483,1.23499,0.841653,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",1.60053e-05,1.60116e-05,,,,,14.52,0,14.52,0,4.52,0,3.44,4.64,1,1,2.8161,,,1,1,32.134,32.606,32.1216,32.5935,605.071,99.6185,49.7251,251.432,0,-453.904,0,0,110.404,159.268,391.385,27.6732,1240.67,0,0,0,252.315,252.315,302.542,49.8099,24.8625,125.716,-151.301,55.2018,79.6341,195.692,13.8366,695.994,0,0,252.315,252.315,2.8161,5115.83,2487.95,48.6323,2.8161,5115.83,2487.94,48.6322,0,0,"",
"2025-11-05 19:06:27","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W01R15.ribd25","",15,1,2100,"Proposed and Standard","PASS",0.00,0.00,3.08,179,102.661,4050.55,277.42,666.27,0,-7993.85,0,0,505.557,1036.12,2025.88,119.621,790.225,5096.9,895.602,0,0,0,43.1492,43.1492,0,0.46,12.23,0.89,2.1,0,-10.91,0,0,1.72,5.71,6.61,0.42,19.23,15.68,0.23,1.74,0.23,0.57,-2.16,0,0,0.5,2.62,1.76,0.12,5.61,0.0562714,0.149661,0.0316784,0.0694763,0,-0.0308045,0,0,0.0586259,0.0941093,0.245105,0.0202483,0.694371,0.307087,102.659,4050.56,277.42,666.27,-7993.85,505.557,1036.12,2025.88,119.621,790.232,5096.91,895.605,0,0,43.1492,43.1492,0,0.46,12.23,0.89,2.1,-10.91,1.72,5.71,6.61,0.42,19.23,15.68,0.23,1.74,0.23,3.64,-2.16,0.5,2.63,1.76,0.12,8.69,0.0562704,0.149661,0.0316784,0.0694763,-0.0308045,0.0586259,0.0941093,0.245105,0.0202483,0.69437,0.307086,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",-8.64451e-07,-8.67855e-07,,,,,15.68,0,15.68,0,2.77,0,2.26,3.58,1,1,4.746,,,1,1,37.45,38.031,37.4461,38.0267,51.2836,386.45,50.052,125.923,0,-720.75,0,0,110.404,172.014,391.385,27.6732,594.434,0,0,0,252.315,252.315,25.6414,193.225,25.026,62.9614,-240.25,55.2018,86.0072,195.692,13.8366,417.342,0,0,252.315,252.315,4.746,7996.19,4030.47,50.4048,4.746,7996.19,4030.46,50.4048,0,0,"",
"2025-11-05 19:07:22","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W01R16.ribd25","",16,1,2100,"Proposed and Standard","PASS",0.00,0.00,4.07,n/a,3134.6,74.5682,277.758,1303.85,0,-4061.59,0,0,505.557,913.698,2025.88,119.621,4293.94,4790.77,48.1207,0,0,0,43.1492,43.1492,0,11.82,0.21,0.89,4.34,0,-5.36,0,0,1.75,5.34,6.68,0.42,26.09,17.26,4.24,0.04,0.23,1.2,-0.94,0,0,0.5,2.54,1.76,0.12,9.69,0.768567,6.38078e-06,0.0317171,0.165651,0,-0.00935603,0,0,0.0586259,0.0838967,0.245105,0.0202483,1.36446,0.965942,3134.67,74.5826,277.758,1303.85,-4061.59,505.557,913.699,2025.88,119.621,4294.03,4790.86,48.1318,0,0,43.1492,43.1492,0,11.82,0.21,0.89,4.34,-5.36,1.75,5.34,6.68,0.42,26.09,17.26,4.23,0.04,0.23,5.28,-0.94,0.5,2.54,1.76,0.12,13.76,0.768649,6.37568e-06,0.0317171,0.165651,-0.00935603,0.0586259,0.0838967,0.245105,0.0202483,1.36454,0.966024,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",8.21714e-05,8.2169e-05,,,,,17.26,0,17.26,0,5.71,0,4.56,5.22,1,1,2.459,,,1,1,37.396,37.976,37.2666,37.8434,941.78,8.93646,50.1131,266.779,0,-312.07,0,0,110.404,152.946,391.385,27.6732,1637.95,0,0,0,252.315,252.315,470.917,4.46915,25.0566,133.39,-104.023,55.2018,76.4728,195.692,13.8366,871.013,0,0,252.315,252.315,2.459,4062.78,2105.06,51.8133,2.459,4062.78,2105.12,51.8148,0,0,"",
"2025-11-05 19:08:19","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W02R01.ribd25","",1,1,2700,"Proposed and Standard","PASS",0.00,0.00,3.53,n/a,3065.22,0,335.126,1910.1,0,-4376.13,0,0,615.745,988.968,2371.31,151.515,5061.86,5310.45,,0,0,0,47.252,47.252,0,8.88,0,0.83,4.76,0,-4.46,0,0,1.69,4.52,6.1,0.42,22.74,14.47,3.24,0,0.21,1.18,-0.77,0,0,0.47,2.16,1.6,0.12,8.21,0.739454,0,0.0382678,0.150534,0,-0.00727266,0,0,0.0714036,0.0876457,0.286989,0.0256469,1.39267,0.928256,3065.52,0,335.126,1910.1,-4376.13,615.745,988.968,2371.31,151.515,5062.16,5310.75,,0,0,47.252,47.252,0,8.88,0,0.83,4.76,-4.46,1.69,4.52,6.1,0.42,22.74,14.47,3.21,0,0.21,4.73,-0.77,0.47,2.17,1.6,0.12,11.74,0.739546,0,0.0382678,0.150534,-0.00727266,0.0714036,0.0876456,0.286989,0.0256469,1.39276,0.928348,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",9.20378e-05,9.2231e-05,,,,,14.47,0,14.47,0,4.63,0,3.47,4.68,1,1,3.4111,,,1,1,36.329,36.887,36.2548,36.8111,927.199,0,60.4633,338.145,0,-330.875,0,0,134.467,166.493,457.986,35.0515,1788.93,0,0,0,276.306,276.306,463.651,0,30.2317,169.073,-110.292,67.2333,83.2466,228.993,17.5258,949.663,0,0,276.306,276.306,3.4111,4377.41,2199.36,50.2434,3.4111,4377.41,2199.37,50.2436,0,0,"",
"2025-11-05 19:09:13","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W02R02.ribd25","",2,1,2700,"Proposed and Standard","PASS",0.00,0.00,3.54,n/a,2167,5.42063,343.462,1649.06,0,-4391.85,0,0,615.745,1023.77,2371.31,151.515,3935.42,4164.94,5.33235,0,0,0,47.252,47.252,0,6.6,0.01,0.85,4.19,0,-4.48,0,0,1.68,4.6,6.1,0.41,19.96,11.65,2.56,0,0.22,1.05,-0.74,0,0,0.47,2.18,1.6,0.12,7.46,0.658001,0,0.0392198,0.140034,0,-0.00771554,0,0,0.0714036,0.0901985,0.286989,0.0256469,1.30378,0.837255,2167.14,5.42264,343.462,1649.06,-4391.85,615.745,1023.77,2371.31,151.515,3935.57,4165.08,5.33434,0,0,47.252,47.252,0,6.6,0.01,0.85,4.19,-4.48,1.68,4.6,6.1,0.41,19.96,11.65,2.53,0,0.22,4.61,-0.74,0.47,2.19,1.6,0.12,11,0.658081,0,0.0392198,0.140034,-0.00771554,0.0714036,0.0901985,0.286989,0.0256469,1.30386,0.837334,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",7.95872e-05,7.95786e-05,,,,,11.65,0,11.65,0,3.83,0,2.8,4.56,1,1,2.8967,,,1,1,39.475,40.097,39.371,39.9908,730.8,0.849679,61.9674,300.347,0,-317.36,0,0,134.467,171.592,457.986,35.0515,1575.7,0,0,0,276.306,276.306,365.431,0.424996,30.9837,150.173,-105.787,67.2333,85.7961,228.993,17.5258,840.775,0,0,276.306,276.306,2.8967,4393.14,2205.77,50.2095,2.8967,4393.14,2205.78,50.2097,0,0,"",
"2025-11-05 19:10:08","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W02R03.ribd25","",3,1,2700,"Proposed and Standard","PASS",0.00,0.00,3.59,n/a,1091.25,4.74964,343.462,1552.95,0,-4449,0,0,615.745,1022.75,2371.31,151.515,2704.73,2992.41,3.76861,0,0,0,47.252,47.252,0,3.58,0.02,0.85,3.86,0,-4.51,0,0,1.7,4.61,6.1,0.42,16.63,8.31,1.44,0,0.22,0.94,-0.79,0,0,0.47,2.18,1.6,0.12,6.18,0.467976,0,0.0392198,0.122077,0,-0.00845559,0,0,0.0714036,0.0908011,0.286989,0.0256469,1.09566,0.629273,1091.44,4.75078,343.462,1552.95,-4449,615.745,1022.75,2371.31,151.515,2704.92,2992.6,3.76955,0,0,47.252,47.252,0,3.58,0.02,0.85,3.86,-4.51,1.7,4.61,6.1,0.42,16.63,8.31,1.41,0,0.22,4.55,-0.79,0.47,2.19,1.6,0.12,9.77,0.468049,0,0.0392198,0.122077,-0.00845559,0.0714036,0.0908011,0.286989,0.0256469,1.09573,0.629347,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",7.34036e-05,7.34085e-05,,,,,8.31,0,8.31,0,2.6,0,1.68,4.5,1,1,2.8156,,,1,1,32.358,32.835,32.3013,32.7768,410.661,0.970213,61.9674,269.028,0,-340.11,0,0,134.467,172.237,457.986,35.0515,1202.26,0,0,0,276.306,276.306,205.365,0.485222,30.9837,134.514,-113.37,67.2333,86.1183,228.993,17.5258,657.848,0,0,276.306,276.306,2.8156,4450.3,2274.53,51.1095,2.8156,4450.3,2274.53,51.1096,0,0,"",
"2025-11-05 19:11:06","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W02R04.ribd25","",4,1,2700,"Proposed and Standard","PASS",0.00,0.00,3.41,25,1864.59,250.522,345.115,1500.26,0,-4657.33,0,0,615.745,1048.36,2371.31,151.515,3490.09,3960.49,124.792,0,0,0,47.252,47.252,0,5.59,0.75,0.86,3.71,0,-4.92,0,0,1.66,4.66,6.06,0.42,18.79,10.91,2.24,0.1,0.22,0.97,-0.86,0,0,0.47,2.19,1.6,0.12,7.05,0.658336,0.000288575,0.0394085,0.139636,0,-0.0119123,0,0,0.0714036,0.0918168,0.286989,0.0256469,1.30161,0.837669,1864.69,250.545,345.115,1500.26,-4657.33,615.745,1048.36,2371.31,151.515,3490.21,3960.61,124.806,0,0,47.252,47.252,0,5.59,0.75,0.86,3.71,-4.92,1.66,4.66,6.06,0.42,18.79,10.91,2.21,0.11,0.22,4.39,-0.86,0.47,2.2,1.6,0.12,10.46,0.658371,0.000288625,0.0394085,0.139635,-0.0119123,0.0714036,0.0918169,0.286989,0.0256469,1.30165,0.837704,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",3.47491e-05,3.47179e-05,,,,,10.91,0,10.91,0,3.53,0,2.59,4.34,1,1,2.7922,,,1,1,27.334,27.708,27.2739,27.6468,640.796,29.6595,62.2656,277.817,0,-370.22,0,0,134.467,175.016,457.986,35.0515,1442.84,0,0,0,276.306,276.306,320.415,14.8313,31.1328,138.909,-123.407,67.2333,87.5079,228.993,17.5258,783.141,0,0,276.306,276.306,2.7922,4658.69,2298.6,49.34,2.7922,4658.69,2298.6,49.3401,0,0,"",
"2025-11-05 19:12:03","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W02R05.ribd25","",5,1,2700,"Proposed and Standard","PASS",0.00,0.00,3.62,n/a,927.631,1.84881,339.936,1574.39,0,-4357.9,0,0,615.745,1024.66,2371.31,151.515,2649.12,2843.8,1.57796,0,0,0,47.252,47.252,0,2.87,0,0.85,3.89,0,-4.65,0,0,1.69,4.62,6.1,0.42,15.79,7.61,1.21,0,0.21,0.94,-0.85,0,0,0.47,2.18,1.6,0.12,5.88,0.380873,2.94711e-05,0.0388171,0.12135,0,-0.0126478,0,0,0.0714036,0.0909269,0.286989,0.0256469,1.00339,0.541069,927.753,1.84915,339.936,1574.39,-4357.9,615.745,1024.66,2371.31,151.515,2649.24,2843.92,1.57824,0,0,47.252,47.252,0,2.87,0,0.85,3.89,-4.65,1.69,4.62,6.1,0.42,15.79,7.61,1.18,0,0.21,4.58,-0.85,0.47,2.19,1.6,0.12,9.5,0.380928,2.94761e-05,0.0388171,0.12135,-0.0126478,0.0714036,0.0909269,0.286989,0.0256469,1.00344,0.541124,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",5.48722e-05,5.48702e-05,,,,,7.61,0,7.61,0,2.36,0,1.44,4.53,1,1,2.6395,,,1,1,34,34.51,33.954,34.4632,345.155,0.367497,61.3311,269.02,0,-363.302,0,0,134.467,172.856,457.986,35.0515,1112.93,0,0,0,276.306,276.306,172.601,0.183781,30.6656,134.51,-121.101,67.2333,86.4281,228.993,17.5258,617.04,0,0,276.306,276.306,2.6395,4359.18,2152.56,49.3799,2.6395,4359.18,2152.56,49.3799,0,0,"",
"2025-11-05 19:13:00","R:/32185Wilcox/2025 CBECC Res/TDS/2025.2.0 Final Release/01 Base/W02R06.ribd25","",6,1,2700,"Proposed and Standard","PASS",0.00,0.00,3.39,n/a,367.319,77.9087,351.67,1179.97,0,-4760.51,0,0,615.745,1065.75,2371.31,151.515,1420.68,1976.87,28.9805,0,0,0,47.252,47.252,0,1.15,0.24,0.88,2.87,0,-4.84,0,0,1.65,4.71,6.06,0.41,13.13,5.14,0.54,0.04,0.22,0.7,-0.94,0,0,0.47,2.2,1.6,0.12,4.95,0.128598,0.00777562,0.0401571,0.0950418,0,-0.0156866,0,0,0.0714036,0.0965042,0.286989,0.0256469,0.736429,0.271572,367.425,77.925,351.67,1179.97,-4760.51,615.745,1065.75,2371.31,151.515,1420.8,1976.99,28.9883,0,0,47.252,47.252,0,1.15,0.24,0.88,2.87,-4.84,1.65,4.71,6.06,0.41,13.13,5.14,0.52,0.04,0.22,4.1,-0.94,0.47,2.21,1.6,0.12,8.34,0.128637,0.00777515,0.0401571,0.0950418,-0.0156866,0.0714036,0.0965041,0.286989,0.0256469,0.736468,0.271612,"BEMCmpMgr 2025.2.0 RC (520)","CSE 0.927.0 EXE","CBECC 2025.2.0 (1393)","Natural Gas",3.92543e-05,3.92967e-05,,,,,5.14,0,5.14,0,1.5,0,0.83,4.05,1,1,2.8338,,,1,1,34.059,34.57,33.9514,34.4606,153.793,10.356,63.4483,200.717,0,-404.544,0,0,134.467,180.206,457.986,35.0515,831.481,0,0,0,276.306,276.306,76.9184,5.17903,31.7242,100.358,-134.848,67.2333,90.1029,228.993,17.5258,483.187,0,0,276.306,276.306,2.8338,4761.9,2531.92,53.1704,2.8338,4761.9,2531.92,53.1703,0,0,"",
