;,B,B,B,C,C,C,D,D,D,E,E,E,F,F,F,G,G,G,H,H,H,I,I,I,J,J,J,K,K,K,L,L,L,M,M,M,N,N,N,O,O,O,P,P,P,Q,Q,Q
;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm
112207,27.6596346,267.78,409.15,27.4244789,267.78,409.15,27.5982006,267.78,409.15,27.4354005,267.78,409.15,27.5708966,267.78,409.15,26.4589412,270.07,409.15,27.0555336,263.39,409.15,26.1248085,270.07,409.15,26.000234,270.07,409.15,26.0234424,270.07,409.15,27.3575841,267.78,409.15,27.3862533,267.78,409.15,27.536084,267.78,409.15,26.1719079,270.07,409.15,26.2603046,270.07,409.15,27.2917132,270.07,409.15
112208,26.8162823,267.78,409.15,26.5811266,267.78,409.15,26.7548483,267.78,409.15,26.5920482,267.78,409.15,26.7275443,267.78,409.15,25.4899905,270.07,409.15,26.0879481,263.39,409.15,25.1558578,270.07,409.15,25.0312833,270.07,409.15,25.054833,270.07,409.15,26.5142318,267.78,409.15,26.542901,267.78,409.15,26.6927317,267.78,409.15,25.2032985,270.07,409.15,25.2913539,270.07,409.15,26.3231038,270.07,409.15
112209,21.6063378,267.78,409.15,21.3711821,267.78,409.15,21.5449038,267.78,409.15,21.3821037,267.78,409.15,21.5172585,267.78,409.15,20.8896078,270.07,409.15,21.4930262,263.39,409.15,20.5554751,270.07,409.15,20.4309006,270.07,409.15,20.4544503,270.07,409.15,21.3042873,267.78,409.15,21.3329565,267.78,409.15,21.4827872,267.78,409.15,20.6029158,270.07,409.15,20.6909712,270.07,409.15,21.7227211,270.07,409.15
112210,20.00018,267.78,409.15,19.7653656,267.78,409.15,19.9390873,267.78,409.15,19.7762872,267.78,409.15,19.911442,267.78,409.15,18.6230345,270.07,409.15,19.2291833,263.39,409.15,18.2889018,270.07,409.15,18.163986,270.07,409.15,18.1875357,270.07,409.15,19.6981295,267.78,409.15,19.72714,267.78,409.15,19.8769707,267.78,409.15,18.3360012,270.07,409.15,18.4243979,270.07,409.15,19.4558065,270.07,409.15
112211,19.8926705,267.78,409.15,19.6578561,267.78,409.15,19.8315778,267.78,409.15,19.6687777,267.78,409.15,19.8039325,267.78,409.15,18.4052851,270.07,409.15,19.0117752,263.39,409.15,18.0711524,270.07,409.15,17.9465779,270.07,409.15,17.9701276,270.07,409.15,19.59062,267.78,409.15,19.6196305,267.78,409.15,19.7691199,267.78,409.15,18.1185931,270.07,409.15,18.2066485,270.07,409.15,19.2383984,270.07,409.15
112212,19.2011967,267.78,409.15,18.9663823,267.78,409.15,19.140104,267.78,409.15,18.9773039,267.78,409.15,19.1124587,267.78,409.15,17.7380436,270.07,409.15,18.3455576,263.39,409.15,17.4039109,270.07,409.15,17.2793364,270.07,409.15,17.3025448,270.07,409.15,18.8991462,267.78,409.15,18.9281567,267.78,409.15,19.0776461,267.78,409.15,17.4513516,270.07,409.15,17.539407,270.07,409.15,18.5708156,270.07,409.15
112213,19.1554625,267.78,409.15,18.9206481,267.78,409.15,19.0943698,267.78,409.15,18.9315697,267.78,409.15,19.0667245,267.78,409.15,17.8673963,270.07,409.15,18.4749103,263.39,409.15,17.5332636,270.07,409.15,17.4086891,270.07,409.15,17.4318975,270.07,409.15,18.853412,267.78,409.15,18.8824225,267.78,409.15,19.0322532,267.78,409.15,17.5807043,270.07,409.15,17.6687597,270.07,409.15,18.7001683,270.07,409.15
112214,19.3066584,267.78,409.15,19.0715027,267.78,409.15,19.2452244,267.78,409.15,19.0824243,267.78,409.15,19.2179204,267.78,409.15,18.051357,270.07,409.15,18.6581884,263.39,409.15,17.7172243,270.07,409.15,17.5926498,270.07,409.15,17.6158582,270.07,409.15,19.0046079,267.78,409.15,19.0332771,267.78,409.15,19.1831078,267.78,409.15,17.7643237,270.07,409.15,17.8527204,270.07,409.15,18.884129,270.07,409.15
112215,19.9841389,267.78,409.15,19.7489832,267.78,409.15,19.9227049,267.78,409.15,19.7599048,267.78,409.15,19.8950596,267.78,409.15,18.7424895,270.07,409.15,19.3486383,263.39,409.15,18.4083568,270.07,409.15,18.2837823,270.07,409.15,18.3069907,270.07,409.15,19.6817471,267.78,409.15,19.7107576,267.78,409.15,19.8605883,267.78,409.15,18.4554562,270.07,409.15,18.5438529,270.07,409.15,19.5752615,270.07,409.15
112216,24.3732569,267.78,409.15,24.1384425,267.78,409.15,24.3121642,267.78,409.15,24.1493641,267.78,409.15,24.2845189,267.78,409.15,23.8589178,270.07,409.15,24.4582406,263.39,409.15,23.5247851,270.07,409.15,23.4002106,270.07,409.15,23.423419,270.07,409.15,24.0712064,267.78,409.15,24.1002169,267.78,409.15,24.2497063,267.78,409.15,23.5722258,270.07,409.15,23.6602812,270.07,409.15,24.6916898,270.07,409.15
112217,28.6886541,267.78,409.15,28.4538397,267.78,409.15,28.6275614,267.78,409.15,28.4647613,267.78,409.15,28.5999161,267.78,409.15,27.5637293,270.07,409.15,28.1592978,263.39,409.15,27.2295966,270.07,409.15,27.1050221,270.07,409.15,27.1282305,270.07,409.15,28.3866036,267.78,409.15,28.4156141,267.78,409.15,28.5651035,267.78,409.15,27.276696,270.07,409.15,27.3650927,270.07,409.15,28.3965013,270.07,409.15
112218,28.6866063,267.78,409.15,28.4517919,267.78,409.15,28.6255136,267.78,409.15,28.4627135,267.78,409.15,28.5978683,267.78,409.15,27.5968354,270.07,409.15,28.1924039,263.39,409.15,27.2627027,270.07,409.15,27.1381282,270.07,409.15,27.1613366,270.07,409.15,28.3845558,267.78,409.15,28.4135663,267.78,409.15,28.5630557,267.78,409.15,27.3098021,270.07,409.15,27.3981988,270.07,409.15,28.4296074,270.07,409.15
112219,28.6889954,267.78,409.15,28.454181,267.78,409.15,28.6279027,267.78,409.15,28.4651026,267.78,409.15,28.6002574,267.78,409.15,27.6050266,270.07,409.15,28.2005951,263.39,409.15,27.2708939,270.07,409.15,27.1463194,270.07,409.15,27.1695278,270.07,409.15,28.3869449,267.78,409.15,28.4159554,267.78,409.15,28.5654448,267.78,409.15,27.3179933,270.07,409.15,27.40639,270.07,409.15,28.4377986,270.07,409.15
112220,28.6866063,267.78,409.15,28.4514506,267.78,409.15,28.6255136,267.78,409.15,28.4627135,267.78,409.15,28.5978683,267.78,409.15,27.6142417,270.07,409.15,28.2098102,263.39,409.15,27.280109,270.07,409.15,27.1555345,270.07,409.15,27.1787429,270.07,409.15,28.3845558,267.78,409.15,28.4135663,267.78,409.15,28.5630557,267.78,409.15,27.3272084,270.07,409.15,27.4156051,270.07,409.15,28.4470137,270.07,409.15
112221,28.6848998,267.78,409.15,28.4497441,267.78,409.15,28.6234658,267.78,409.15,28.4606657,267.78,409.15,28.5961618,267.78,409.15,27.5575859,270.07,409.15,28.1534957,263.39,409.15,27.2234532,270.07,409.15,27.0988787,270.07,409.15,27.1220871,270.07,409.15,28.3828493,267.78,409.15,28.4115185,267.78,409.15,28.5613492,267.78,409.15,27.2705526,270.07,409.15,27.3589493,270.07,409.15,28.3903579,270.07,409.15
112222,28.6835346,267.78,409.15,28.4483789,267.78,409.15,28.6221006,267.78,409.15,28.4593005,267.78,409.15,28.5947966,267.78,409.15,27.5220907,270.07,409.15,28.1180005,263.39,409.15,27.187958,270.07,409.15,27.0633835,270.07,409.15,27.0865919,270.07,409.15,28.3814841,267.78,409.15,28.4101533,267.78,409.15,28.559984,267.78,409.15,27.2353987,270.07,409.15,27.3234541,270.07,409.15,28.3548627,270.07,409.15
112223,28.1183418,267.78,409.15,27.8831861,267.78,409.15,28.0569078,267.78,409.15,27.8941077,267.78,409.15,28.0292625,267.78,409.15,26.976352,270.07,409.15,27.5722618,263.39,409.15,26.6422193,270.07,409.15,26.5176448,270.07,409.15,26.5408532,270.07,409.15,27.8162913,267.78,409.15,27.8449605,267.78,409.15,27.9947912,267.78,409.15,26.6893187,270.07,409.15,26.7777154,270.07,409.15,27.809124,270.07,409.15
112224,27.0357382,267.78,409.15,26.8005825,267.78,409.15,26.9743042,267.78,409.15,26.8115041,267.78,409.15,26.9466589,267.78,409.15,26.0152512,270.07,409.15,26.6121849,263.39,409.15,25.6811185,270.07,409.15,25.556544,270.07,409.15,25.5797524,270.07,409.15,26.7336877,267.78,409.15,26.7623569,267.78,409.15,26.9121876,267.78,409.15,25.7282179,270.07,409.15,25.8166146,270.07,409.15,26.8480232,270.07,409.15
112301,26.1306106,267.78,409.15,25.8954549,267.78,409.15,26.0691766,267.78,409.15,25.9063765,267.78,409.15,26.0415313,267.78,409.15,25.0620003,270.07,409.15,25.6599579,263.39,409.15,24.7278676,270.07,409.15,24.6032931,270.07,409.15,24.6265015,270.07,409.15,25.8285601,267.78,409.15,25.8572293,267.78,409.15,26.00706,267.78,409.15,24.774967,270.07,409.15,24.8633637,270.07,409.15,25.8947723,270.07,409.15
112302,26.570205,267.78,409.15,26.3350493,267.78,409.15,26.508771,267.78,409.15,26.3459709,267.78,409.15,26.4811257,267.78,409.15,25.4555192,270.07,409.15,26.0534768,263.39,409.15,25.1213865,270.07,409.15,24.996812,270.07,409.15,25.0203617,270.07,409.15,26.2681545,267.78,409.15,26.2968237,267.78,409.15,26.4466544,267.78,409.15,25.1688272,270.07,409.15,25.2568826,270.07,409.15,26.2886325,270.07,409.15
112303,26.3835139,267.78,409.15,26.1483582,267.78,409.15,26.3220799,267.78,409.15,26.1592798,267.78,409.15,26.2944346,267.78,409.15,25.3848701,270.07,409.15,25.9828277,263.39,409.15,25.0507374,270.07,409.15,24.9261629,270.07,409.15,24.9497126,270.07,409.15,26.0814634,267.78,409.15,26.1101326,267.78,409.15,26.2599633,267.78,409.15,25.0981781,270.07,409.15,25.1862335,270.07,409.15,26.2179834,270.07,409.15
112304,26.5261773,267.78,409.15,26.2910216,267.78,409.15,26.4647433,267.78,409.15,26.3019432,267.78,409.15,26.4374393,267.78,409.15,25.4616626,270.07,409.15,26.0592789,263.39,409.15,25.1275299,270.07,409.15,25.0029554,270.07,409.15,25.0261638,270.07,409.15,26.2241268,267.78,409.15,26.252796,267.78,409.15,26.4026267,267.78,409.15,25.1746293,270.07,409.15,25.263026,270.07,409.15,26.2944346,270.07,409.15
112305,26.6244717,267.78,409.15,26.3896573,267.78,409.15,26.563379,267.78,409.15,26.4005789,267.78,409.15,26.5357337,267.78,409.15,25.6490363,270.07,409.15,26.2463113,263.39,409.15,25.3149036,270.07,409.15,25.1903291,270.07,409.15,25.2135375,270.07,409.15,26.3224212,267.78,409.15,26.3514317,267.78,409.15,26.5012624,267.78,409.15,25.362003,270.07,409.15,25.4503997,270.07,409.15,26.4818083,270.07,409.15
112306,26.6644038,267.78,409.15,26.4292481,267.78,409.15,26.6029698,267.78,409.15,26.4401697,267.78,409.15,26.5753245,267.78,409.15,25.8394817,270.07,409.15,26.4367567,263.39,409.15,25.505349,270.07,409.15,25.3807745,270.07,409.15,25.4039829,270.07,409.15,26.3623533,267.78,409.15,26.3910225,267.78,409.15,26.5408532,267.78,409.15,25.5527897,270.07,409.15,25.6408451,270.07,409.15,26.6722537,270.07,409.15
112307,26.7644047,267.78,409.15,26.5295903,267.78,409.15,26.703312,267.78,409.15,26.5405119,267.78,409.15,26.6756667,267.78,409.15,25.9473325,270.07,409.15,26.5446075,263.39,409.15,25.6131998,270.07,409.15,25.4886253,270.07,409.15,25.5118337,270.07,409.15,26.4623542,267.78,409.15,26.4913647,267.78,409.15,26.6408541,267.78,409.15,25.6606405,270.07,409.15,25.7486959,270.07,409.15,26.7801045,270.07,409.15
112308,26.6558713,267.78,409.15,26.4210569,267.78,409.15,26.5947786,267.78,409.15,26.4319785,267.78,409.15,26.5671333,267.78,409.15,25.7398221,270.07,409.15,26.3370971,263.39,409.15,25.4056894,270.07,409.15,25.2811149,270.07,409.15,25.3043233,270.07,409.15,26.3538208,267.78,409.15,26.3828313,267.78,409.15,26.5323207,267.78,409.15,25.4527888,270.07,409.15,25.5411855,270.07,409.15,26.5725941,270.07,409.15
112309,23.9172801,267.78,409.15,23.6821244,267.78,409.15,23.8558461,267.78,409.15,23.693046,267.78,409.15,23.8285421,267.78,409.15,22.942186,270.07,409.15,23.5486761,263.39,409.15,22.6080533,270.07,409.15,22.4831375,270.07,409.15,22.5066872,270.07,409.15,23.6152296,267.78,409.15,23.6442401,267.78,409.15,23.7937295,267.78,409.15,22.6551527,270.07,409.15,22.7435494,270.07,409.15,23.774958,270.07,409.15
112310,21.8247698,267.78,409.15,21.5896141,267.78,409.15,21.7633358,267.78,409.15,21.6005357,267.78,409.15,21.7356905,267.78,409.15,20.8111088,270.07,409.15,21.4186228,263.39,409.15,20.4769761,270.07,409.15,20.3520603,270.07,409.15,20.37561,270.07,409.15,21.5227193,267.78,409.15,21.5513885,267.78,409.15,21.7012192,267.78,409.15,20.5240755,270.07,409.15,20.6121309,270.07,409.15,21.6438808,270.07,409.15
112311,21.7650423,267.78,409.15,21.5298866,267.78,409.15,21.7036083,267.78,409.15,21.5408082,267.78,409.15,21.675963,267.78,409.15,20.4947237,270.07,409.15,21.1029203,263.39,409.15,20.160591,270.07,409.15,20.0360165,270.07,409.15,20.0592249,270.07,409.15,21.4626505,267.78,409.15,21.491661,267.78,409.15,21.6414917,267.78,409.15,20.2076904,270.07,409.15,20.2960871,270.07,409.15,21.3274957,270.07,409.15
112312,21.6530959,267.78,409.15,21.4179402,267.78,409.15,21.5916619,267.78,409.15,21.4288618,267.78,409.15,21.5640166,267.78,409.15,20.4039379,270.07,409.15,21.0121345,263.39,409.15,20.0698052,270.07,409.15,19.9452307,270.07,409.15,19.9687804,270.07,409.15,21.3507041,267.78,409.15,21.3797146,267.78,409.15,21.5295453,267.78,409.15,20.1172459,270.07,409.15,20.2053013,270.07,409.15,21.2370512,270.07,409.15
112313,21.6210137,267.78,409.15,21.3861993,267.78,409.15,21.559921,267.78,409.15,21.3971209,267.78,409.15,21.5322757,267.78,409.15,20.3759513,270.07,409.15,20.9838066,263.39,409.15,20.0418186,270.07,409.15,19.9169028,270.07,409.15,19.9404525,270.07,409.15,21.3189632,267.78,409.15,21.3479737,267.78,409.15,21.4974631,267.78,409.15,20.088918,270.07,409.15,20.1773147,270.07,409.15,21.2087233,270.07,409.15
112314,21.7513903,267.78,409.15,21.5162346,267.78,409.15,21.6899563,267.78,409.15,21.5271562,267.78,409.15,21.662311,267.78,409.15,20.7500161,270.07,409.15,21.3578714,263.39,409.15,20.4158834,270.07,409.15,20.2913089,270.07,409.15,20.3145173,270.07,409.15,21.4489985,267.78,409.15,21.478009,267.78,409.15,21.6278397,267.78,409.15,20.4629828,270.07,409.15,20.5513795,270.07,409.15,21.5827881,270.07,409.15
112315,21.9158969,267.78,409.15,21.6807412,267.78,409.15,21.8544629,267.78,409.15,21.6916628,267.78,409.15,21.8268176,267.78,409.15,21.3353456,270.07,409.15,21.9459313,263.39,409.15,21.0012129,270.07,409.15,20.8766384,270.07,409.15,20.8998468,270.07,409.15,21.6138464,267.78,409.15,21.6425156,267.78,409.15,21.7923463,267.78,409.15,21.0483123,270.07,409.15,21.136709,270.07,409.15,22.1681176,270.07,409.15
112316,25.8039865,267.78,409.15,25.5688308,267.78,409.15,25.7425525,267.78,409.15,25.5797524,267.78,409.15,25.7152485,267.78,409.15,24.9241151,270.07,409.15,25.5347008,263.39,409.15,24.5899824,270.07,409.15,24.4654079,270.07,409.15,24.4886163,270.07,409.15,25.501936,267.78,409.15,25.5306052,267.78,409.15,25.6804359,267.78,409.15,24.6370818,270.07,409.15,24.7254785,270.07,409.15,25.7568871,270.07,409.15
112317,27.5179951,267.78,409.15,27.2831807,267.78,409.15,27.4569024,267.78,409.15,27.2941023,267.78,409.15,27.4292571,267.78,409.15,26.7060424,270.07,409.15,27.3166281,263.39,409.15,26.3719097,270.07,409.15,26.2473352,270.07,409.15,26.2705436,270.07,409.15,27.2159446,267.78,409.15,27.2449551,267.78,409.15,27.3947858,267.78,409.15,26.4190091,270.07,409.15,26.5074058,270.07,409.15,27.5388144,270.07,409.15
112318,28.2531553,267.78,409.15,28.0179996,267.78,409.15,28.1920626,267.78,409.15,28.0289212,267.78,409.15,28.1644173,267.78,409.15,27.4354005,270.07,409.15,28.0459862,263.39,409.15,27.1012678,270.07,409.15,26.9766933,270.07,409.15,26.9999017,270.07,409.15,27.9511048,267.78,409.15,27.9801153,267.78,409.15,28.1296047,267.78,409.15,27.1483672,270.07,409.15,27.2367639,270.07,409.15,28.2681725,270.07,409.15
112319,28.1575913,267.78,409.15,27.9227769,267.78,409.15,28.0964986,267.78,409.15,27.9336985,267.78,409.15,28.0688533,267.78,409.15,27.3514407,270.07,409.15,27.9620264,263.39,409.15,27.017308,270.07,409.15,26.8927335,270.07,409.15,26.9159419,270.07,409.15,27.8555408,267.78,409.15,27.8845513,267.78,409.15,28.0340407,267.78,409.15,27.0644074,270.07,409.15,27.1528041,270.07,409.15,28.1842127,270.07,409.15
112320,53.6895617,267.78,409.15,27.9029815,267.78,409.15,28.0767032,267.78,409.15,27.9139031,267.78,409.15,38.4228714,267.78,409.15,27.3080956,270.07,409.15,27.9186813,263.39,409.15,26.9739629,270.07,409.15,26.8493884,270.07,409.15,26.8725968,270.07,409.15,27.8360867,267.78,409.15,27.8647559,267.78,409.15,28.0145866,267.78,409.15,27.0210623,270.07,409.15,27.109459,270.07,409.15,28.1408676,270.07,409.15
112321,64.5074065,267.78,409.15,27.3036587,267.78,409.15,27.4773804,267.78,409.15,27.3145803,267.78,409.15,51.4796442,267.78,409.15,26.4807844,270.07,409.15,27.0859093,263.39,409.15,26.1466517,270.07,409.15,26.0220772,270.07,409.15,26.0452856,270.07,409.15,27.2364226,267.78,409.15,27.2654331,267.78,409.15,27.4149225,267.78,409.15,26.1937511,270.07,409.15,26.2821478,270.07,409.15,27.3135564,270.07,409.15
112322,26.7811284,267.78,409.15,26.5459727,267.78,409.15,26.7200357,267.78,409.15,26.5572356,267.78,409.15,26.6923904,267.78,409.15,25.6360669,270.07,409.15,26.2418744,263.39,409.15,25.3019342,270.07,409.15,25.1773597,270.07,409.15,25.2005681,270.07,409.15,26.4790779,267.78,409.15,26.5080884,267.78,409.15,26.6575778,267.78,409.15,25.3490336,270.07,409.15,25.4374303,270.07,409.15,26.4688389,270.07,409.15
112323,26.6312977,267.78,409.15,26.396142,267.78,409.15,26.5698637,267.78,409.15,26.4070636,267.78,409.15,26.5422184,267.78,409.15,25.5698547,270.07,409.15,26.1671297,263.39,409.15,25.235722,270.07,409.15,25.1108062,270.07,409.15,25.1343559,270.07,409.15,26.3292472,267.78,409.15,26.3579164,267.78,409.15,26.5077471,267.78,409.15,25.2828214,270.07,409.15,25.3712181,270.07,409.15,26.4026267,270.07,409.15
112324,26.6026285,267.78,409.15,26.3674728,267.78,409.15,26.5411945,267.78,409.15,26.3783944,267.78,409.15,26.5135492,267.78,409.15,25.5449398,270.07,409.15,26.1425561,263.39,409.15,25.2108071,270.07,409.15,25.0862326,270.07,409.15,25.109441,270.07,409.15,26.300578,267.78,409.15,26.3292472,267.78,409.15,26.4790779,267.78,409.15,25.2579065,270.07,409.15,25.3463032,270.07,409.15,26.3777118,270.07,409.15
112401,26.460989,267.78,409.15,26.2258333,267.78,409.15,26.399555,267.78,409.15,26.2367549,267.78,409.15,26.3719097,267.78,409.15,25.4937448,270.07,409.15,26.0913611,263.39,409.15,25.1596121,270.07,409.15,25.0350376,270.07,409.15,25.058246,270.07,409.15,26.1589385,267.78,409.15,26.1876077,267.78,409.15,26.3374384,267.78,409.15,25.2067115,270.07,409.15,25.2951082,270.07,409.15,26.3265168,270.07,409.15
112402,26.0415313,267.78,409.15,25.8063756,267.78,409.15,25.9804386,267.78,409.15,25.8176385,267.78,409.15,25.9527933,267.78,409.15,25.1302603,270.07,409.15,25.7278766,263.39,409.15,24.7961276,270.07,409.15,24.6712118,270.07,409.15,24.6947615,270.07,409.15,25.7394808,267.78,409.15,25.7684913,267.78,409.15,25.9179807,267.78,409.15,24.843227,270.07,409.15,24.9312824,270.07,409.15,25.9630323,270.07,409.15
112403,26.2026249,267.78,409.15,25.9674692,267.78,409.15,26.1411909,267.78,409.15,25.9783908,267.78,409.15,26.1135456,267.78,409.15,25.2879409,270.07,409.15,25.8855572,263.39,409.15,24.9538082,270.07,409.15,24.8292337,270.07,409.15,24.8524421,270.07,409.15,25.9002331,267.78,409.15,25.9292436,267.78,409.15,26.0790743,267.78,409.15,25.0009076,270.07,409.15,25.0893043,270.07,409.15,26.1207129,270.07,409.15
112404,26.242557,267.78,409.15,26.0077426,267.78,409.15,26.1814643,267.78,409.15,26.0186642,267.78,409.15,26.153819,267.78,409.15,25.3022755,270.07,409.15,25.8998918,263.39,409.15,24.9681428,270.07,409.15,24.8435683,270.07,409.15,24.8667767,270.07,409.15,25.9405065,267.78,409.15,25.969517,267.78,409.15,26.1193477,267.78,409.15,25.0152422,270.07,409.15,25.1036389,270.07,409.15,26.1350475,270.07,409.15
112405,29.0418996,267.78,409.15,28.8067439,267.78,409.15,28.9804656,267.78,409.15,28.8176655,267.78,409.15,28.9531616,267.78,409.15,27.8347215,270.07,409.15,28.4299487,263.39,409.15,27.5005888,270.07,409.15,27.375673,270.07,409.15,27.3992227,270.07,409.15,28.7398491,267.78,409.15,28.7685183,267.78,409.15,28.918349,267.78,409.15,27.5476882,270.07,409.15,27.6357436,270.07,409.15,28.6674935,270.07,409.15
112406,29.2040171,267.78,409.15,28.9688614,267.78,409.15,29.1425831,267.78,409.15,28.979783,267.78,409.15,29.1149378,267.78,409.15,28.1152701,270.07,409.15,28.710156,263.39,409.15,27.7811374,270.07,409.15,27.6565629,270.07,409.15,27.6797713,270.07,409.15,28.9016253,267.78,409.15,28.9306358,267.78,409.15,29.0804665,267.78,409.15,27.8282368,270.07,409.15,27.9166335,270.07,409.15,28.9480421,270.07,409.15
112407,29.1907064,267.78,409.15,28.9555507,267.78,409.15,29.1292724,267.78,409.15,28.9664723,267.78,409.15,29.1016271,267.78,409.15,28.1381372,270.07,409.15,28.7330231,263.39,409.15,27.8040045,270.07,409.15,27.67943,270.07,409.15,27.7026384,270.07,409.15,28.8886559,267.78,409.15,28.9173251,267.78,409.15,29.0671558,267.78,409.15,27.8511039,270.07,409.15,27.9395006,270.07,409.15,28.9709092,270.07,409.15
112408,29.1753479,267.78,409.15,28.9401922,267.78,409.15,29.1139139,267.78,409.15,28.9511138,267.78,409.15,29.0866099,267.78,409.15,28.1087854,270.07,409.15,28.7036713,263.39,409.15,27.7746527,270.07,409.15,27.6500782,270.07,409.15,27.6732866,270.07,409.15,28.8732974,267.78,409.15,28.9019666,267.78,409.15,29.0517973,267.78,409.15,27.8217521,270.07,409.15,27.9101488,270.07,409.15,28.9415574,270.07,409.15
112409,24.8957872,267.78,409.15,24.6606315,267.78,409.15,24.8346945,267.78,409.15,24.6715531,267.78,409.15,24.8070492,267.78,409.15,23.9800793,270.07,409.15,24.5862281,263.39,409.15,23.6459466,270.07,409.15,23.5213721,270.07,409.15,23.5445805,270.07,409.15,24.5937367,267.78,409.15,24.6227472,267.78,409.15,24.7722366,267.78,409.15,23.693046,270.07,409.15,23.7814427,270.07,409.15,24.8128513,270.07,409.15
112410,20.4588872,267.78,409.15,20.2237315,267.78,409.15,20.3974532,267.78,409.15,20.2346531,267.78,409.15,20.3698079,267.78,409.15,19.7063207,270.07,409.15,20.3148586,263.39,409.15,19.372188,270.07,409.15,19.2476135,270.07,409.15,19.2708219,270.07,409.15,20.1568367,267.78,409.15,20.1855059,267.78,409.15,20.3353366,267.78,409.15,19.4192874,270.07,409.15,19.5076841,270.07,409.15,20.5390927,270.07,409.15
112411,20.1080308,267.78,409.15,19.8728751,267.78,409.15,20.0465968,267.78,409.15,19.8837967,267.78,409.15,20.0189515,267.78,409.15,19.4090484,270.07,409.15,20.0175863,263.39,409.15,19.0749157,270.07,409.15,18.9503412,270.07,409.15,18.9735496,270.07,409.15,19.805639,267.78,409.15,19.8346495,267.78,409.15,19.9844802,267.78,409.15,19.1220151,270.07,409.15,19.2104118,270.07,409.15,20.2418204,270.07,409.15
112412,19.757857,267.78,409.15,19.5227013,267.78,409.15,19.696423,267.78,409.15,19.5336229,267.78,409.15,19.6687777,267.78,409.15,19.1250868,270.07,409.15,19.733966,263.39,409.15,18.7909541,270.07,409.15,18.6663796,270.07,409.15,18.689588,270.07,409.15,19.4558065,267.78,409.15,19.4844757,267.78,409.15,19.6343064,267.78,409.15,18.8383948,270.07,409.15,18.9264502,270.07,409.15,19.9582001,270.07,409.15
