;,B,B,B,C,C,C,D,D,D,E,E,E,F,F,F,G,G,G,H,H,H,I,I,I,J,J,J,K,K,K,L,L,L,M,M,M,N,N,N,O,O,O,P,P,P,Q,Q,Q
;,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
;,CZ:,1,,CZ:,2,,CZ:,3,,CZ:,4,,CZ:,5,,CZ:,6,,CZ:,7,,CZ:,8,,CZ:,9,,CZ:,10,,CZ:,11,,CZ:,12,,CZ:,13,,CZ:,14,,CZ:,15,,CZ:,16,
;,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane,Elec,NatGas,Propane
; MoDaHr,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm,kTDV/kWh,kTDV/thrm,kTDV/thrm
10215,22.4459358,268.71,435.87,22.2107801,268.71,435.87,22.3845018,268.71,435.87,22.2217017,268.71,435.87,22.3571978,268.71,435.87,21.9633376,270.99,435.87,22.5739233,264.31,435.87,21.6292049,270.99,435.87,21.5046304,270.99,435.87,21.5278388,270.99,435.87,22.1438853,268.71,435.87,22.1725545,268.71,435.87,22.3223852,268.71,435.87,21.6763043,270.99,435.87,21.764701,270.99,435.87,22.7961096,270.99,435.87
10216,25.3797506,268.71,435.87,25.1445949,268.71,435.87,25.3183166,268.71,435.87,25.1555165,268.71,435.87,25.2906713,268.71,435.87,24.5998801,270.99,435.87,25.2104658,264.31,435.87,24.2657474,270.99,435.87,24.1411729,270.99,435.87,24.1643813,270.99,435.87,25.0777001,268.71,435.87,25.1063693,268.71,435.87,25.2562,268.71,435.87,24.3128468,270.99,435.87,24.4012435,270.99,435.87,25.4326521,270.99,435.87
10217,29.164085,268.71,435.87,28.9289293,268.71,435.87,29.102651,268.71,435.87,28.9398509,268.71,435.87,29.0750057,268.71,435.87,28.1053724,270.99,435.87,28.7159581,264.31,435.87,27.7712397,270.99,435.87,27.6466652,270.99,435.87,27.6698736,270.99,435.87,28.8620345,268.71,435.87,28.8907037,268.71,435.87,29.0405344,268.71,435.87,27.8186804,270.99,435.87,27.9067358,270.99,435.87,28.9381444,270.99,435.87
10218,29.1664741,268.71,435.87,28.9313184,268.71,435.87,29.1050401,268.71,435.87,28.94224,268.71,435.87,29.0777361,268.71,435.87,28.1046898,270.99,435.87,28.7152755,264.31,435.87,27.7705571,270.99,435.87,27.6459826,270.99,435.87,27.669191,270.99,435.87,28.8644236,268.71,435.87,28.8930928,268.71,435.87,29.0429235,268.71,435.87,27.8176565,270.99,435.87,27.9060532,270.99,435.87,28.9374618,270.99,435.87
10219,29.1654502,268.71,435.87,28.9302945,268.71,435.87,29.1040162,268.71,435.87,28.9412161,268.71,435.87,29.0767122,268.71,435.87,28.1169766,270.99,435.87,28.7275623,264.31,435.87,27.7828439,270.99,435.87,27.6582694,270.99,435.87,27.6814778,270.99,435.87,28.8633997,268.71,435.87,28.8924102,268.71,435.87,29.0418996,268.71,435.87,27.8302846,270.99,435.87,27.91834,270.99,435.87,28.9500899,270.99,435.87
10220,29.1644263,268.71,435.87,28.9296119,268.71,435.87,29.1033336,268.71,435.87,28.9405335,268.71,435.87,29.0756883,268.71,435.87,28.1203896,270.99,435.87,28.7309753,264.31,435.87,27.7862569,270.99,435.87,27.6616824,270.99,435.87,27.6848908,270.99,435.87,28.8623758,268.71,435.87,28.8913863,268.71,435.87,29.0408757,268.71,435.87,27.8333563,270.99,435.87,27.921753,270.99,435.87,28.9531616,270.99,435.87
10221,29.2070888,268.71,435.87,28.9719331,268.71,435.87,29.1456548,268.71,435.87,28.9828547,268.71,435.87,29.1183508,268.71,435.87,28.082164,270.99,435.87,28.6855824,264.31,435.87,27.7480313,270.99,435.87,27.6234568,270.99,435.87,27.6466652,270.99,435.87,28.9050383,268.71,435.87,28.9340488,268.71,435.87,29.0835382,268.71,435.87,27.7951307,270.99,435.87,27.8835274,270.99,435.87,28.914936,270.99,435.87
10222,29.2057236,268.71,435.87,28.9705679,268.71,435.87,29.1446309,268.71,435.87,28.9818308,268.71,435.87,29.1169856,268.71,435.87,28.041208,270.99,435.87,28.6449677,264.31,435.87,27.7070753,270.99,435.87,27.5825008,270.99,435.87,27.6057092,270.99,435.87,28.9036731,268.71,435.87,28.9326836,268.71,435.87,29.082173,268.71,435.87,27.7541747,270.99,435.87,27.8425714,270.99,435.87,28.87398,270.99,435.87
10223,27.2091186,268.71,435.87,26.9743042,268.71,435.87,27.1480259,268.71,435.87,26.9852258,268.71,435.87,27.1203806,268.71,435.87,26.3493839,270.99,435.87,26.9435872,264.31,435.87,26.0152512,270.99,435.87,25.8906767,270.99,435.87,25.9138851,270.99,435.87,26.9070681,268.71,435.87,26.9360786,268.71,435.87,27.085568,268.71,435.87,26.0623506,270.99,435.87,26.1507473,270.99,435.87,27.1821559,270.99,435.87
10224,26.4657672,268.71,435.87,26.2306115,268.71,435.87,26.4046745,268.71,435.87,26.2418744,268.71,435.87,26.3770292,268.71,435.87,25.6811185,270.99,435.87,26.2760044,264.31,435.87,25.3469858,270.99,435.87,25.2224113,270.99,435.87,25.2456197,270.99,435.87,26.1637167,268.71,435.87,26.1927272,268.71,435.87,26.3422166,268.71,435.87,25.3940852,270.99,435.87,25.4824819,270.99,435.87,26.5138905,270.99,435.87
10301,26.1097913,268.71,435.87,25.8746356,268.71,435.87,26.0483573,268.71,435.87,25.8855572,268.71,435.87,26.020712,268.71,435.87,25.2360633,270.99,435.87,25.8319731,264.31,435.87,24.9019306,270.99,435.87,24.7773561,270.99,435.87,24.8005645,270.99,435.87,25.8077408,268.71,435.87,25.83641,268.71,435.87,25.9862407,268.71,435.87,24.9493713,270.99,435.87,25.0374267,270.99,435.87,26.0691766,270.99,435.87
10302,26.1166173,268.71,435.87,25.8814616,268.71,435.87,26.0551833,268.71,435.87,25.8923832,268.71,435.87,26.027538,268.71,435.87,25.2162679,270.99,435.87,25.8118364,264.31,435.87,24.8821352,270.99,435.87,24.7572194,270.99,435.87,24.7807691,270.99,435.87,25.8145668,268.71,435.87,25.843236,268.71,435.87,25.9930667,268.71,435.87,24.9292346,270.99,435.87,25.0176313,270.99,435.87,26.0490399,270.99,435.87
10303,26.0975045,268.71,435.87,25.8623488,268.71,435.87,26.0360705,268.71,435.87,25.8732704,268.71,435.87,26.0084252,268.71,435.87,25.2032985,270.99,435.87,25.7992083,264.31,435.87,24.8691658,270.99,435.87,24.7445913,270.99,435.87,24.7677997,270.99,435.87,25.795454,268.71,435.87,25.8241232,268.71,435.87,25.9739539,268.71,435.87,24.9162652,270.99,435.87,25.0046619,270.99,435.87,26.0360705,270.99,435.87
10304,26.9981952,268.71,435.87,26.7630395,268.71,435.87,26.9371025,268.71,435.87,26.7743024,268.71,435.87,26.9094572,268.71,435.87,25.1722402,270.99,435.87,25.7678087,264.31,435.87,24.8381075,270.99,435.87,24.713533,270.99,435.87,24.7367414,270.99,435.87,26.6961447,268.71,435.87,26.7251552,268.71,435.87,26.8746446,268.71,435.87,24.8852069,270.99,435.87,24.9736036,270.99,435.87,26.0050122,270.99,435.87
10305,27.010482,268.71,435.87,26.7753263,268.71,435.87,26.949048,268.71,435.87,26.7862479,268.71,435.87,26.9214027,268.71,435.87,25.0145596,270.99,435.87,25.6104694,264.31,435.87,24.6804269,270.99,435.87,24.5558524,270.99,435.87,24.5790608,270.99,435.87,26.7084315,268.71,435.87,26.7371007,268.71,435.87,26.8869314,268.71,435.87,24.7278676,270.99,435.87,24.815923,270.99,435.87,25.8476729,270.99,435.87
10306,27.0200384,268.71,435.87,26.7848827,268.71,435.87,26.9586044,268.71,435.87,26.7958043,268.71,435.87,26.9313004,268.71,435.87,25.2514218,270.99,435.87,25.8469903,264.31,435.87,24.9172891,270.99,435.87,24.7923733,270.99,435.87,24.815923,270.99,435.87,26.7179879,268.71,435.87,26.7466571,268.71,435.87,26.8964878,268.71,435.87,24.9643885,270.99,435.87,25.0527852,270.99,435.87,26.0841938,270.99,435.87
10307,27.0166254,268.71,435.87,26.7814697,268.71,435.87,26.9551914,268.71,435.87,26.7923913,268.71,435.87,26.9275461,268.71,435.87,25.2503979,270.99,435.87,25.8459664,264.31,435.87,24.9162652,270.99,435.87,24.7916907,270.99,435.87,24.8148991,270.99,435.87,26.7145749,268.71,435.87,26.7432441,268.71,435.87,26.8930748,268.71,435.87,24.9633646,270.99,435.87,25.0517613,270.99,435.87,26.0831699,270.99,435.87
10308,27.0193558,268.71,435.87,26.7845414,268.71,435.87,26.9582631,268.71,435.87,26.795463,268.71,435.87,26.9306178,268.71,435.87,25.1063693,270.99,435.87,25.7022791,264.31,435.87,24.7722366,270.99,435.87,24.6476621,270.99,435.87,24.6708705,270.99,435.87,26.7173053,268.71,435.87,26.7463158,268.71,435.87,26.8958052,268.71,435.87,24.819336,270.99,435.87,24.9077327,270.99,435.87,25.9391413,270.99,435.87
10309,25.6155889,268.71,435.87,25.3807745,268.71,435.87,25.5544962,268.71,435.87,25.3916961,268.71,435.87,25.5268509,268.71,435.87,22.3128288,270.99,435.87,22.9124929,264.31,435.87,21.9783548,270.99,435.87,21.8537803,270.99,435.87,21.87733,270.99,435.87,25.3135384,268.71,435.87,25.3425489,268.71,435.87,25.4920383,268.71,435.87,22.0257955,270.99,435.87,22.1138509,270.99,435.87,23.1456008,270.99,435.87
10310,23.307377,268.71,435.87,23.0725626,268.71,435.87,23.2462843,268.71,435.87,23.0834842,268.71,435.87,23.218639,268.71,435.87,19.495056,270.99,435.87,20.099157,264.31,435.87,19.1609233,270.99,435.87,19.0363488,270.99,435.87,19.0595572,270.99,435.87,23.0053265,268.71,435.87,23.034337,268.71,435.87,23.1841677,268.71,435.87,19.2080227,270.99,435.87,19.2964194,270.99,435.87,20.327828,270.99,435.87
10311,22.7831402,268.71,435.87,22.5479845,268.71,435.87,22.7220475,268.71,435.87,22.5592474,268.71,435.87,22.6944022,268.71,435.87,18.5339552,270.99,435.87,19.1394214,264.31,435.87,18.1998225,270.99,435.87,18.075248,270.99,435.87,18.0984564,270.99,435.87,22.4810897,268.71,435.87,22.5101002,268.71,435.87,22.6595896,268.71,435.87,18.2469219,270.99,435.87,18.3353186,270.99,435.87,19.3667272,270.99,435.87
10312,21.9916655,268.71,435.87,21.7568511,268.71,435.87,21.9305728,268.71,435.87,21.7677727,268.71,435.87,21.9029275,268.71,435.87,18.2097202,270.99,435.87,18.8155277,264.31,435.87,17.8755875,270.99,435.87,17.7506717,270.99,435.87,17.7742214,270.99,435.87,21.689615,268.71,435.87,21.7186255,268.71,435.87,21.8681149,268.71,435.87,17.9226869,270.99,435.87,18.0110836,270.99,435.87,19.0424922,270.99,435.87
10313,19.9732173,268.71,435.87,19.7384029,268.71,435.87,19.9121246,268.71,435.87,19.7493245,268.71,435.87,19.8844793,268.71,435.87,18.6032391,270.99,435.87,19.2087053,264.31,435.87,18.2691064,270.99,435.87,18.1445319,270.99,435.87,18.1677403,270.99,435.87,19.6711668,268.71,435.87,19.7001773,268.71,435.87,19.8496667,268.71,435.87,18.3162058,270.99,435.87,18.4046025,270.99,435.87,19.4360111,270.99,435.87
10314,21.2943896,268.71,435.87,21.0595752,268.71,435.87,21.2332969,268.71,435.87,21.0704968,268.71,435.87,21.2056516,268.71,435.87,19.0476117,270.99,435.87,19.6523953,264.31,435.87,18.713479,270.99,435.87,18.5889045,270.99,435.87,18.6121129,270.99,435.87,20.9923391,268.71,435.87,21.0213496,268.71,435.87,21.170839,268.71,435.87,18.7605784,270.99,435.87,18.8489751,270.99,435.87,19.8803837,270.99,435.87
10315,22.7633448,268.71,435.87,22.5281891,268.71,435.87,22.7019108,268.71,435.87,22.5391107,268.71,435.87,22.6742655,268.71,435.87,20.7076949,270.99,435.87,21.3097481,264.31,435.87,20.3735622,270.99,435.87,20.2486464,270.99,435.87,20.2721961,270.99,435.87,22.4612943,268.71,435.87,22.4899635,268.71,435.87,22.6397942,268.71,435.87,20.4206616,270.99,435.87,20.5090583,270.99,435.87,21.5404669,270.99,435.87
10316,23.6340011,268.71,435.87,23.3991867,268.71,435.87,23.5729084,268.71,435.87,23.4101083,268.71,435.87,23.5452631,268.71,435.87,23.0804125,270.99,435.87,23.6790527,264.31,435.87,22.7462798,270.99,435.87,22.6217053,270.99,435.87,22.6449137,270.99,435.87,23.3319506,268.71,435.87,23.3609611,268.71,435.87,23.5104505,268.71,435.87,22.7937205,270.99,435.87,22.8817759,270.99,435.87,23.9131845,270.99,435.87
10317,27.095807,268.71,435.87,26.8606513,268.71,435.87,27.034373,268.71,435.87,26.8715729,268.71,435.87,27.0067277,268.71,435.87,26.0732722,270.99,435.87,26.6678168,264.31,435.87,25.7391395,270.99,435.87,25.614565,270.99,435.87,25.6377734,270.99,435.87,26.7937565,268.71,435.87,26.8224257,268.71,435.87,26.9722564,268.71,435.87,25.7862389,270.99,435.87,25.8746356,270.99,435.87,26.9060442,270.99,435.87
10318,27.9282377,268.71,435.87,27.693082,268.71,435.87,27.8668037,268.71,435.87,27.7040036,268.71,435.87,27.8391584,268.71,435.87,27.1620192,270.99,435.87,27.7555399,264.31,435.87,26.8278865,270.99,435.87,26.703312,270.99,435.87,26.7265204,270.99,435.87,27.6261872,268.71,435.87,27.6548564,268.71,435.87,27.8046871,268.71,435.87,26.8749859,270.99,435.87,26.9633826,270.99,435.87,27.9947912,270.99,435.87
10319,27.9302855,268.71,435.87,27.6951298,268.71,435.87,27.8688515,268.71,435.87,27.7060514,268.71,435.87,27.8415475,268.71,435.87,27.1616779,270.99,435.87,27.7548573,264.31,435.87,26.8272039,270.99,435.87,26.7026294,270.99,435.87,26.7261791,270.99,435.87,27.628235,268.71,435.87,27.6569042,268.71,435.87,27.8067349,268.71,435.87,26.8746446,270.99,435.87,26.9627,270.99,435.87,27.9944499,270.99,435.87
10320,27.9289203,268.71,435.87,27.6941059,268.71,435.87,27.8678276,268.71,435.87,27.7050275,268.71,435.87,27.8401823,268.71,435.87,27.1565584,270.99,435.87,27.7500791,264.31,435.87,26.8224257,270.99,435.87,26.6978512,270.99,435.87,26.7210596,270.99,435.87,27.6268698,268.71,435.87,27.6558803,268.71,435.87,27.8053697,268.71,435.87,26.8695251,270.99,435.87,26.9579218,270.99,435.87,27.9893304,270.99,435.87
10321,27.91834,268.71,435.87,27.6835256,268.71,435.87,27.8572473,268.71,435.87,27.6944472,268.71,435.87,27.829602,268.71,435.87,27.0780594,270.99,435.87,27.6715801,264.31,435.87,26.7439267,270.99,435.87,26.6193522,270.99,435.87,26.6425606,270.99,435.87,27.6162895,268.71,435.87,27.6453,268.71,435.87,27.7947894,268.71,435.87,26.7910261,270.99,435.87,26.8794228,270.99,435.87,27.9108314,270.99,435.87
10322,27.614583,268.71,435.87,27.3797686,268.71,435.87,27.5534903,268.71,435.87,27.3906902,268.71,435.87,27.525845,268.71,435.87,26.7459745,270.99,435.87,27.3401778,264.31,435.87,26.4118418,270.99,435.87,26.2872673,270.99,435.87,26.310817,270.99,435.87,27.3125325,268.71,435.87,27.341543,268.71,435.87,27.4910324,268.71,435.87,26.4592825,270.99,435.87,26.5473379,270.99,435.87,27.5790878,270.99,435.87
10323,27.0237927,268.71,435.87,26.7889783,268.71,435.87,26.9627,268.71,435.87,26.7998999,268.71,435.87,26.9350547,268.71,435.87,26.1381192,270.99,435.87,26.7326638,264.31,435.87,25.8039865,270.99,435.87,25.679412,270.99,435.87,25.7026204,270.99,435.87,26.7217422,268.71,435.87,26.7507527,268.71,435.87,26.9002421,268.71,435.87,25.8510859,270.99,435.87,25.9394826,270.99,435.87,26.9708912,270.99,435.87
10324,27.003656,268.71,435.87,26.7685003,268.71,435.87,26.942222,268.71,435.87,26.7794219,268.71,435.87,26.914918,268.71,435.87,26.0998936,270.99,435.87,26.6947795,264.31,435.87,25.7657609,270.99,435.87,25.6411864,270.99,435.87,25.6647361,270.99,435.87,26.7016055,268.71,435.87,26.730616,268.71,435.87,26.8801054,268.71,435.87,25.8132016,270.99,435.87,25.901257,270.99,435.87,26.9330069,270.99,435.87
10401,27.4582676,268.71,435.87,27.2231119,268.71,435.87,27.3968336,268.71,435.87,27.2340335,268.71,435.87,27.3691883,268.71,435.87,26.7012642,270.99,435.87,27.2951262,264.31,435.87,26.3671315,270.99,435.87,26.242557,270.99,435.87,26.2657654,270.99,435.87,27.1562171,268.71,435.87,27.1848863,268.71,435.87,27.334717,268.71,435.87,26.4142309,270.99,435.87,26.5026276,270.99,435.87,27.5340362,270.99,435.87
10402,28.1166353,268.71,435.87,27.8818209,268.71,435.87,28.0555426,268.71,435.87,27.8927425,268.71,435.87,28.0278973,268.71,435.87,27.1886406,270.99,435.87,27.7821613,264.31,435.87,26.8545079,270.99,435.87,26.7299334,270.99,435.87,26.7531418,270.99,435.87,27.8145848,268.71,435.87,27.8435953,268.71,435.87,27.9930847,268.71,435.87,26.9019486,270.99,435.87,26.990004,270.99,435.87,28.0214126,270.99,435.87
10403,28.8302936,268.71,435.87,28.5954792,268.71,435.87,28.7692009,268.71,435.87,28.6064008,268.71,435.87,28.7415556,268.71,435.87,27.7296011,270.99,435.87,28.3224392,264.31,435.87,27.3954684,270.99,435.87,27.2708939,270.99,435.87,27.2941023,270.99,435.87,28.5282431,268.71,435.87,28.5572536,268.71,435.87,28.706743,268.71,435.87,27.4425678,270.99,435.87,27.5309645,270.99,435.87,28.5623731,270.99,435.87
10404,29.5439519,268.71,435.87,29.3091375,268.71,435.87,29.4828592,268.71,435.87,29.3200591,268.71,435.87,29.4552139,268.71,435.87,28.3913818,270.99,435.87,28.983196,264.31,435.87,28.0572491,270.99,435.87,27.9323333,270.99,435.87,27.955883,270.99,435.87,29.2419014,268.71,435.87,29.2709119,268.71,435.87,29.4204013,268.71,435.87,28.1043485,270.99,435.87,28.1927452,270.99,435.87,29.2241538,270.99,435.87
10405,29.5494127,268.71,435.87,29.3145983,268.71,435.87,29.48832,268.71,435.87,29.3255199,268.71,435.87,29.4606747,268.71,435.87,28.4012795,270.99,435.87,28.9930937,264.31,435.87,28.0671468,270.99,435.87,27.9425723,270.99,435.87,27.9657807,270.99,435.87,29.2473622,268.71,435.87,29.2763727,268.71,435.87,29.4258621,268.71,435.87,28.1142462,270.99,435.87,28.2026429,270.99,435.87,29.2340515,270.99,435.87
10406,29.5521431,268.71,435.87,29.3173287,268.71,435.87,29.4910504,268.71,435.87,29.3282503,268.71,435.87,29.4634051,268.71,435.87,28.4722699,270.99,435.87,29.0640841,264.31,435.87,28.1381372,270.99,435.87,28.0132214,270.99,435.87,28.0367711,270.99,435.87,29.2500926,268.71,435.87,29.2791031,268.71,435.87,29.4285925,268.71,435.87,28.1852366,270.99,435.87,28.273292,270.99,435.87,29.3050419,270.99,435.87
10407,29.5507779,268.71,435.87,29.3156222,268.71,435.87,29.4896852,268.71,435.87,29.3268851,268.71,435.87,29.4620399,268.71,435.87,28.4866045,270.99,435.87,29.07876,264.31,435.87,28.1524718,270.99,435.87,28.0278973,270.99,435.87,28.051447,270.99,435.87,29.2487274,268.71,435.87,29.2777379,268.71,435.87,29.4272273,268.71,435.87,28.1999125,270.99,435.87,28.2879679,270.99,435.87,29.3197178,270.99,435.87
10408,29.5518018,268.71,435.87,29.3169874,268.71,435.87,29.4907091,268.71,435.87,29.327909,268.71,435.87,29.4630638,268.71,435.87,28.4801198,270.99,435.87,29.071934,264.31,435.87,28.1459871,270.99,435.87,28.0214126,270.99,435.87,28.044621,270.99,435.87,29.2497513,268.71,435.87,29.2787618,268.71,435.87,29.4282512,268.71,435.87,28.1930865,270.99,435.87,28.2814832,270.99,435.87,29.3128918,270.99,435.87
10409,25.0292355,268.71,435.87,24.7944211,268.71,435.87,24.9681428,268.71,435.87,24.8053427,268.71,435.87,24.9404975,268.71,435.87,24.1852006,270.99,435.87,24.781793,264.31,435.87,23.8510679,270.99,435.87,23.7264934,270.99,435.87,23.7497018,270.99,435.87,24.727185,268.71,435.87,24.7561955,268.71,435.87,24.9056849,268.71,435.87,23.8981673,270.99,435.87,23.986564,270.99,435.87,25.0179726,270.99,435.87
10410,21.8008788,268.71,435.87,21.5657231,268.71,435.87,21.7394448,268.71,435.87,21.5766447,268.71,435.87,21.7117995,268.71,435.87,20.9766393,270.99,435.87,21.5780099,264.31,435.87,20.6425066,270.99,435.87,20.5179321,270.99,435.87,20.5411405,270.99,435.87,21.498487,268.71,435.87,21.5274975,268.71,435.87,21.6773282,268.71,435.87,20.689606,270.99,435.87,20.7780027,270.99,435.87,21.8094113,270.99,435.87
10411,21.7384209,268.71,435.87,21.5036065,268.71,435.87,21.6773282,268.71,435.87,21.5145281,268.71,435.87,21.6496829,268.71,435.87,20.5472839,270.99,435.87,21.1496784,264.31,435.87,20.2131512,270.99,435.87,20.0885767,270.99,435.87,20.1121264,270.99,435.87,21.4363704,268.71,435.87,21.4653809,268.71,435.87,21.6148703,268.71,435.87,20.2605919,270.99,435.87,20.3486473,270.99,435.87,21.3803972,270.99,435.87
10412,21.6943932,268.71,435.87,21.4595788,268.71,435.87,21.6333005,268.71,435.87,21.4705004,268.71,435.87,21.6056552,268.71,435.87,20.5165669,270.99,435.87,21.1189614,264.31,435.87,20.1824342,270.99,435.87,20.0578597,270.99,435.87,20.0810681,270.99,435.87,21.3923427,268.71,435.87,21.4213532,268.71,435.87,21.5708426,268.71,435.87,20.2295336,270.99,435.87,20.3179303,270.99,435.87,21.3493389,270.99,435.87
10413,20.0431838,268.71,435.87,19.8080281,268.71,435.87,19.9817498,268.71,435.87,19.8189497,268.71,435.87,19.9541045,268.71,435.87,19.4585369,270.99,435.87,20.0626379,264.31,435.87,19.1244042,270.99,435.87,18.9998297,270.99,435.87,19.0230381,270.99,435.87,19.7411333,268.71,435.87,19.7698025,268.71,435.87,19.9196332,268.71,435.87,19.1718449,270.99,435.87,19.2599003,270.99,435.87,20.2916502,270.99,435.87
10414,19.7165597,268.71,435.87,19.4817453,268.71,435.87,19.655467,268.71,435.87,19.4926669,268.71,435.87,19.6278217,268.71,435.87,19.3343037,270.99,435.87,19.938746,264.31,435.87,19.000171,270.99,435.87,18.8755965,270.99,435.87,18.8988049,270.99,435.87,19.4145092,268.71,435.87,19.4435197,268.71,435.87,19.5930091,268.71,435.87,19.0476117,270.99,435.87,19.1356671,270.99,435.87,20.167417,270.99,435.87
10415,21.7053148,268.71,435.87,21.4701591,268.71,435.87,21.6438808,268.71,435.87,21.4810807,268.71,435.87,21.6165768,268.71,435.87,20.5510382,270.99,435.87,21.1534327,264.31,435.87,20.2169055,270.99,435.87,20.092331,270.99,435.87,20.1155394,270.99,435.87,21.4032643,268.71,435.87,21.4319335,268.71,435.87,21.5817642,268.71,435.87,20.2640049,270.99,435.87,20.3524016,270.99,435.87,21.3838102,270.99,435.87
10416,23.7080632,268.71,435.87,23.4732488,268.71,435.87,23.6469705,268.71,435.87,23.4841704,268.71,435.87,23.6193252,268.71,435.87,22.8541306,270.99,435.87,23.4527708,264.31,435.87,22.5199979,270.99,435.87,22.3954234,270.99,435.87,22.4186318,270.99,435.87,23.4060127,268.71,435.87,23.4350232,268.71,435.87,23.5845126,268.71,435.87,22.5670973,270.99,435.87,22.655494,270.99,435.87,23.6869026,270.99,435.87
10417,29.5401976,268.71,435.87,29.3050419,268.71,435.87,29.4787636,268.71,435.87,29.3159635,268.71,435.87,29.4511183,268.71,435.87,28.4046925,270.99,435.87,28.9965067,264.31,435.87,28.0705598,270.99,435.87,27.9459853,270.99,435.87,27.9691937,270.99,435.87,29.2381471,268.71,435.87,29.2668163,268.71,435.87,29.416647,268.71,435.87,28.1176592,270.99,435.87,28.2060559,270.99,435.87,133.6438649,270.99,435.87
10418,29.5320064,268.71,435.87,29.2968507,268.71,435.87,29.4705724,268.71,435.87,29.3077723,268.71,435.87,29.4432684,268.71,435.87,28.5343865,270.99,435.87,29.1262007,264.31,435.87,28.2002538,270.99,435.87,28.0756793,270.99,435.87,28.0988877,270.99,435.87,29.2299559,268.71,435.87,29.2586251,268.71,435.87,29.4084558,268.71,435.87,28.2473532,270.99,435.87,28.3357499,270.99,435.87,134.2619592,270.99,435.87
10419,79.9621531,268.71,435.87,29.2988985,268.71,435.87,84.7185099,268.71,435.87,29.3098201,268.71,435.87,29.4449749,268.71,435.87,28.5422364,270.99,435.87,29.1337093,264.31,435.87,28.2077624,270.99,435.87,28.0831879,270.99,435.87,28.1067376,270.99,435.87,29.2320037,268.71,435.87,29.2606729,268.71,435.87,29.4105036,268.71,435.87,28.2552031,270.99,435.87,28.3432585,270.99,435.87,308.4085777,270.99,435.87
10420,113.3341258,268.71,435.87,29.2961681,268.71,435.87,97.0254466,268.71,435.87,29.3070897,268.71,435.87,29.4425858,268.71,435.87,28.5449668,270.99,435.87,29.136781,264.31,435.87,28.2108341,270.99,435.87,28.0862596,270.99,435.87,28.109468,270.99,435.87,29.2292733,268.71,435.87,29.2579425,268.71,435.87,29.4077732,268.71,435.87,28.2579335,270.99,435.87,28.3463302,270.99,435.87,330.7766971,270.99,435.87
10421,87.6687071,268.71,435.87,29.2951442,268.71,435.87,92.2079971,268.71,435.87,29.3060658,268.71,435.87,29.4412206,268.71,435.87,28.5432603,270.99,435.87,29.1350745,264.31,435.87,28.2091276,270.99,435.87,28.0845531,270.99,435.87,28.1077615,270.99,435.87,29.2282494,268.71,435.87,29.2569186,268.71,435.87,29.4067493,268.71,435.87,28.256227,270.99,435.87,28.3446237,270.99,435.87,307.2051539,270.99,435.87
10422,29.5296173,268.71,435.87,29.2948029,268.71,435.87,29.4685246,268.71,435.87,29.3057245,268.71,435.87,29.4408793,268.71,435.87,28.5203932,270.99,435.87,29.1118661,264.31,435.87,28.1862605,270.99,435.87,28.0613447,270.99,435.87,28.0848944,270.99,435.87,29.2275668,268.71,435.87,29.2565773,268.71,435.87,29.4060667,268.71,435.87,28.2333599,270.99,435.87,28.3214153,270.99,435.87,143.4644311,270.99,435.87
10423,29.5343955,268.71,435.87,29.2995811,268.71,435.87,29.4733028,268.71,435.87,29.3105027,268.71,435.87,29.4456575,268.71,435.87,28.4715873,270.99,435.87,29.0634015,264.31,435.87,28.1374546,270.99,435.87,28.0128801,270.99,435.87,28.0360885,270.99,435.87,29.232345,268.71,435.87,29.2613555,268.71,435.87,29.4108449,268.71,435.87,28.1848953,270.99,435.87,28.2729507,270.99,435.87,88.7939732,270.99,435.87
